;Nombre;Código NIF;Localidad;País;Código consolidación;Ultimo año disponible;"Ingresos de explotación
mil EUR
Últ. año disp."
18.;HIJOS DE LUIS RODRIGUEZ SA;A33026105;LLANERA;ESPANA;U1;31/12/2021;252.809
19.;RESTAURANTES MCDONALD'S SAU;A28586097;MADRID;ESPANA;U1;31/12/2020;248.567
20.;SUPERFICIES DE ALIMENTACION SA;A08586539;GRANOLLERS;ESPANA;U1;31/12/2021;228.347
21.;ANDRES PINTALUBA SA;A43030378;REUS;ESPANA;U2;31/12/2021;193.941
22.;FERROCARRILS DE LA GENERALITAT DE CATALUNYA;Q0801576J;BARCELONA;ESPANA;U1;31/12/2017;186.522
23.;AKI BRICOLAGE SA (EXTINGUIDA);A28604585;MADRID;ESPANA;U2;31/12/2003;174.986
24.;DHL INTERNACIONAL ESPAÑA SA (EXTINGUIDA);A28607265;DONOSTIA-SAN SEBASTIAN;ESPANA;U1;31/12/2003;163.104
25.;GABINETES DE AUDIOPROTESIS ELECTROMEDICINA Y SERVICIOS SA (EXTINGUIDA);A08612061;ALICANTE/ALACANT;ESPANA;U1;31/12/2018;162.587
26.;BRUESA CONSTRUCCION SA (EN LIQUIDACION);A20060034;DONOSTIA-SAN SEBASTIAN;ESPANA;U2;31/12/2010;161.335
27.;PIENSOS PROCASA SA;A43032143;REUS;ESPANA;U1;31/12/2021;153.788
28.;JOMA SPORT SA;A45015872;PORTILLO DE TOLEDO;ESPANA;U1;31/12/2020;148.514
29.;TRANSNATUR SA;A08604316;PATERNA;ESPANA;U2;31/12/2021;131.881
30.;UBESOL SL;B46132387;ATZENETA D'ALBAIDA;ESPANA;U2;31/12/2021;131.044
31.;S.A. AGRICULTORES DE LA VEGA DE VALENCIA;A46027660;VALENCIA;ESPANA;U1;31/12/2021;127.396
32.;EMBUTIDOS MONELLS SA;A08606378;SEVA;ESPANA;U1;31/12/2020;125.314
33.;SUPERMERCADOS HIBER SA;A28571750;COLMENAR VIEJO;ESPANA;U1;31/12/2020;123.449
34.;FRANCISCO ARAGON SLU;B30032445;MOLINA DE SEGURA;ESPANA;U1;31/12/2021;123.318
35.;SOCIEDAD COOPERATIVA LIMITADA AGROPIENSO;F22009468;ESPLUS;ESPANA;U1;31/12/2019;120.574
36.;EXPAL ORDNANCE SA (EXTINGUIDA);A28581460;MERINDAD DE RIO UBIERNA;ESPANA;U1;31/03/2019;113.974
37.;BSH COMERCIAL UFESA S.A. (EXTINGUIDA);A01016799;VITORIA-GASTEIZ;ESPANA;U1;31/12/2000;111.495
38.;CHM OBRAS E INFRAESTRUCTURAS SA;A28582013;ALACANT/ALICANTE;ESPANA;U1;31/12/2021;109.304
39.;AUDENS FOOD SA;A08572091;GRANOLLERS;ESPANA;U1;31/12/2020;108.666
40.;VICTORIANO MOLDES RUIBAL SA (EXTINGUIDA);A36013837;POIO;ESPANA;U1;31/12/2019;106.587
41.;FRIGORIFICS FERRER SA;A08555344;VIC;ESPANA;U2;31/12/2021;106.335
42.;IGNACIO GONZALEZ MONTES SA;A15032196;RIBEIRA;ESPANA;U1;31/12/2021;104.155
43.;AUTO VIDAL SA;A07068430;PALMA;ESPANA;U2;31/12/2020;100.212
44.;MANUFACTURAS GRE SOCIEDAD ANONIMA;A48067383;MUNGIA;ESPANA;U1;31/12/2021;97.035
45.;CAIBA SA;A46121166;RIBA-ROJA DE TURIA;ESPANA;U1;31/12/2021;89.094
46.;MARAZZI IBERIA SLU;B12026340;CASTELLO DE LA PLANA;ESPANA;U2;31/12/2021;84.229
47.;OBRAS ESPECIALES EDIFICACION E INFRAESTRUCTURAS SA.;A31083009;PAMPLONA/IRUÑA;ESPANA;U2;31/12/2021;82.703
48.;PROMOCIONES Y CONCIERTOS INMOBILIARIOS SA (EXTINGUIDA);A28618643;POZUELO DE ALARCON;ESPANA;U2;31/12/2015;81.977
49.;BUREAU VERITAS INSPECCION Y TESTING SLU;B08658601;SANT CUGAT DEL VALLES;ESPANA;U2;31/12/2021;80.957
50.;DAGU, SA;A19005750;CABANILLAS DEL CAMPO;ESPANA;U2;31/12/2021;79.978
51.;AGROPECUARIA D'ARTESA DE SEGRE SOCIEDAD COOPERATIVA;F25012501;ARTESA DE SEGRE;ESPANA;U2;31/12/2020;79.827
52.;FRUTAS ESTHER SA;A30034441;ABARAN;ESPANA;U1;31/08/2020;79.038
53.;GRUP GEPORK SA.;A08566143;LES MASIES DE RODA;ESPANA;U2;31/12/2021;77.231
54.;KERAMEX SA;A12025565;VILA-REAL;ESPANA;U1;31/12/2021;76.924
55.;SILVA ORTIZ SA (EXTINGUIDA);A41071572;DOS HERMANAS;ESPANA;U1;31/03/2008;74.966
56.;CHUPA CHUPS SAU;A28627230;SANT ESTEVE SESROVIRES;ESPANA;U1;31/12/2020;74.747
57.;PREFABRICADOS PESADOS SA (EXTINGUIDA);A25023680;MOLLERUSSA;ESPANA;U1;31/12/2008;72.655
58.;GRUPO FERROVIAL SA (EXTINGUIDA);A28606556;MADRID;ESPANA;U2;31/12/2008;72.394
59.;FRIAS NUTRICION SA;A09022252;BURGOS;ESPANA;U1;31/12/2020;69.465
60.;IMASA INGENIERIA Y PROYECTOS SA;A33614306;LLANERA;ESPANA;U2;31/12/2021;67.621
61.;TRATAMIENTO INTEGRAL DEL ACERO SA;A33025032;GIJON;ESPANA;U1;31/12/2021;65.637
62.;INDULLEIDA SA;A25021494;ALGUAIRE;ESPANA;U1;31/05/2021;64.851
63.;AUTOMOVILES FERSAN SA;A03071248;SANT JOAN D'ALACANT;ESPANA;U1;31/12/2021;63.809
64.;CERMOL 79 SA (EN LIQUIDACION);A28581247;MADRID;ESPANA;U1;31/12/2013;59.991
65.;AGRUPAADRA SA;A04011698;ADRA;ESPANA;U1;31/08/2020;58.187
66.;BREOGAN TRANSPORTE SAU;A15034259;CULLEREDO;ESPANA;U1;31/12/2021;58.166
67.;INDUSTRIAS MECANICAS DE EXTREMADURA SA;A10009819;CASAR DE CACERES;ESPANA;U1;31/12/2020;57.886
68.;OLEAGINOSAS DEL CENTRO SA (EXTINGUIDA);A16010266;TARANCON;ESPANA;U1;31/05/2008;57.400
69.;TELECOMUNICACION DE LEVANTE SL;B03067741;ALACANT/ALICANTE;ESPANA;U1;31/12/2021;57.253
70.;RECUPERACIONES NIETO SL;B28555001;PINTO;ESPANA;U1;31/12/2021;56.283
71.;AVICU SA (EN LIQUIDACION);A19002005;GUADALAJARA;ESPANA;U2;31/12/2007;55.666
72.;SELIGRAT DE AUTOMOCION SL;B28592285;LEGANES;ESPANA;U1;31/12/2021;55.409
73.;SA ESPANOLA DE CARTON ONDULADO;A30033898;MOLINA DE SEGURA;ESPANA;U1;31/12/2021;55.176
74.;ALMACENES COSTASOL SA;A14025902;SEVILLA;ESPANA;U1;31/12/2021;54.681
75.;CAMPOEJIDO S.C. ANDALUZA;F04010625;EL EJIDO;ESPANA;U2;31/12/2018;54.622
76.;MOLD TRANS SL;B08569089;MONTCADA I REIXAC;ESPANA;U1;31/12/2020;53.929
77.;ACIDEKA SA;A48093926;BILBAO;ESPANA;U1;31/12/2020;53.795
78.;LAS MARISMAS DE LEBRIJA S.C. ANDALUZA;F41074220;LEBRIJA;ESPANA;U1;31/12/2019;53.267
79.;WEIDMULLER SA;A08589228;SANT JUST DESVERN;ESPANA;U1;31/12/2020;52.371
80.;CONSTRUCCIONES MARIEZCURRENA SL;B31083199;DONEZTEBE/SANTESTEBAN;ESPANA;U1;31/12/2021;51.444
81.;TALLERES GARRIDO DE MOTILLA SA;A16010126;MOTILLA DEL PALANCAR;ESPANA;U1;31/12/2020;51.087
82.;AFAR 4 SL;B28569127;MAJADAHONDA;ESPANA;U1;31/12/2020;51.000
83.;ESTEVE HEALTHCARE S.L.;B08599615;BARCELONA;ESPANA;U1;31/12/2021;50.612
84.;B BRAUN DEXON SL (EXTINGUIDA);B08603953;SANT JOAN DESPI;ESPANA;U1;30/09/2002;50.199
85.;SAMSIC IBERIA SL;B39023601;MADRID;ESPANA;U1;31/12/2021;48.178
86.;ISLEÑA MARITIMA DE CONTENEDORES SA (EN LIQUIDACION);A07067424;PALMA;ESPANA;U1;31/12/2009;47.929
87.;SCHOELLER ALLIBERT SAU;A08602641;PALAU-SOLITA I PLEGAMANS;ESPANA;U1;31/12/2021;47.897
88.;JULIAN SOLER SA;A16032104;QUINTANAR DEL REY;ESPANA;U1;31/08/2021;47.812
89.;TOMAS BARRETO SA;A38022992;BREÑA BAJA;ESPANA;U2;31/12/2021;47.549
90.;IC CONSTRUCCION INGENIERIA Y GESTION DE OBRAS SA (EN LIQUIDACION);A31084817;PAMPLONA/IRUÑA;ESPANA;U1;31/12/2013;47.071
91.;TALHER SA;A08602815;MADRID;ESPANA;U1;31/12/2021;46.842
92.;GAMESA ELECTRIC POWER SYSTEMS SL. (EXTINGUIDA);B28600666;COSLADA;ESPANA;U1;31/12/2014;46.737
93.;CARNES FELIX SA;A46139937;ALBAL;ESPANA;U2;31/12/2021;46.706
94.;MATADERO GUIJUELO, SA;A37020849;GUIJUELO;ESPANA;U1;31/12/2021;46.624
95.;INFORMATICA CALCULO Y TECNICA SA;A28637502;MADRID;ESPANA;U1;31/12/2020;45.591
96.;LABORATORIOS SAPHIR SA;A50070085;ZARAGOZA;ESPANA;U1;31/12/2021;43.922
97.;SUCESORES DE LUIS CREMADES SA  (EXTINGUIDA);A30035547;ALCANTARILLA;ESPANA;U1;31/12/2012;43.745
98.;ALAVA INGENIEROS SA;A28570190;MADRID;ESPANA;U1;31/12/2021;43.126
99.;ORAMBA SA (EXTINGUIDA);A45014149;TALAVERA DE LA REINA;ESPANA;U1;31/12/2009;42.374
100.;CARLOS DESCALS SL  (EXTINGUIDA);B46121380;SEDAVI;ESPANA;U2;31/12/2011;41.996
101.;TABLEROS Y PUENTES SA;A33615931;MADRID;ESPANA;U2;31/12/2020;41.829
102.;GARNICA SOCIEDAD ANONIMA;A48094536;BILBAO;ESPANA;U1;31/12/2021;41.699
103.;ALFONSO GARCIA LOPEZ SA;A36014595;POIO;ESPANA;U1;31/12/2021;41.270
104.;JOTUN IBERICA SA;A08577652;CASTELLBISBAL;ESPANA;U1;31/12/2019;41.034
105.;NATURA BISSE INTERNATIONAL SA;A08582702;CERDANYOLA DEL VALLES;ESPANA;U2;31/12/2021;40.253
106.;GABARRO S.A.U.;A08572729;BARCELONA;ESPANA;U1;31/12/2020;39.605
107.;CONSTRUCCIONES DE TUBERIAS INDUSTRIALES SA (EXTINGUIDA);A43032135;LA POBLA DE MAFUMET;ESPANA;U1;31/12/2006;39.007
108.;ADELFAS OIL SOCIEDAD ANONIMA;A26017137;CALAHORRA;ESPANA;U1;31/12/2020;38.736
109.;AVICOLA MARIA SA;A17041948;BEGUR;ESPANA;U1;31/12/2020;38.624
110.;ARENAS ALIMENTACION SOCIEDAD ANONIMA (EN LIQUIDACION);A18021121;SANTA FE;ESPANA;U1;29/02/2020;38.621
111.;CICA SEVILLA SL;B41072471;ALCALA DE GUADAIRA;ESPANA;U1;31/12/2019;38.469
112.;ELIOP SA (EXTINGUIDA);A28553485;ALCOBENDAS;ESPANA;U2;31/12/2007;38.297
113.;AUTOMOCIO DEL BAIX LLOBREGAT SA;A08590630;VILADECANS;ESPANA;U1;31/12/2004;37.862
114.;BABIL ONECA SA (EXTINGUIDA);A31065329;BERRIOZAR;ESPANA;U1;31/12/2003;37.799
115.;ISIDRO DE LA CAL-FRESCO SL (EXTINGUIDA);B15034408;A CORUÑA;ESPANA;U2;31/12/2013;37.645
116.;CONSTRUCCIONES URDECON SA;A30032205;MURCIA;ESPANA;U1;31/12/2021;36.860
117.;ALVAREZ BELTRAN SA (EN LIQUIDACION);A50049519;ZARAGOZA;ESPANA;U2;31/12/2013;36.825
118.;GRUPO ANTOLIN-EUROTRIM SA;A09021759;BURGOS;ESPANA;U1;31/12/2021;36.823
119.;CONSTRUCCIONES PEDRO FCO FERRA TUR SL;B07061575;CALVIA;ESPANA;U1;31/12/2021;36.773
120.;AUTOMOVILES BERTOLIN SL;B46130266;VALENCIA;ESPANA;U1;31/12/2021;36.524
121.;GANADOS GILI SA;A25020173;SOSES;ESPANA;U1;31/12/2021;36.146
122.;COMERCIAL LOS VALEROS SA (EXTINGUIDA);A06012710;VILLAFRANCA DE LOS BARROS;ESPANA;U1;31/12/2000;35.924
123.;RODAMIENTOS Y SERVICIOS SL;B11609856;SEVILLA;ESPANA;U1;31/12/2020;35.274
124.;DESARROLLO AGRICOLA Y MINERO SA;A50053305;ZARAGOZA;ESPANA;U1;31/12/2021;35.193
125.;PROA INTERNACIONAL SL;B30033666;ALCANTARILLA;ESPANA;U1;31/12/2021;34.931
126.;CERBA INTERNACIONAL SA E;A08559932;MADRID;ESPANA;U1;31/12/2020;34.801
127.;STIVAL'S 2000 SL (EXTINGUIDA);B03072493;ELCHE/ELX;ESPANA;U1;31/12/2009;34.721
128.;EH FEMAGO SOCIEDAD ANONIMA (EXTINGUIDA);A04011953;EL EJIDO;ESPANA;U2;31/08/2016;34.612
129.;CASA RIAÑO SA;A26016568;SANTO DOMINGO DE LA CALZADA;ESPANA;U1;30/06/2021;34.321
130.;SHINGELS SA;A08595324;GRANOLLERS;ESPANA;U1;31/12/2021;33.219
131.;CARTONAJES RAKOSNIK SA (EXTINGUIDA);A08617698;BARCELONA;ESPANA;U2;31/12/2001;33.213
132.;LABORATORIO BONIQUET SAU;A08566242;SANTA PERPETUA DE MOGODA;ESPANA;U1;31/12/2021;33.201
133.;FRANCISCO MATA SA;A15034101;A CORUÑA;ESPANA;U1;31/12/2021;32.880
134.;SABIO IBERICA SAU;A28556009;MADRID;ESPANA;U1;30/09/2021;32.518
135.;DISTRIBUIDORA BOSCH HERMANOS SA;A25020629;TARREGA;ESPANA;U1;31/12/2021;32.512
136.;EBRANSAR SL.;B12001418;ALMASSORA;ESPANA;U2;31/08/2021;32.162
137.;TOQUERO EXPRESS SA (EXTINGUIDA);A28608263;SAN FERNANDO DE HENARES;ESPANA;U1;31/12/2010;32.121
138.;AUTO COMERCIAL MAAM SL (EXTINGUIDA);B08560369;L'HOSPITALET DE LLOBREGAT;ESPANA;U1;31/12/2003;32.019
139.;CASMAR ELECTRONICA SA;A08551061;BARCELONA;ESPANA;U1;31/12/2021;31.468
140.;ZEDIS SL;B08584989;LLIÇA D'AMUNT;ESPANA;U2;31/12/2020;31.281
141.;CARTOBOX SA (EXTINGUIDA);A28565463;VELILLA DE SAN ANTONIO;ESPANA;U1;31/12/2006;30.901
142.;CLINICA SANTA CATALINA SA (EXTINGUIDA);A35043439;LAS PALMAS DE GRAN CANARIA;ESPANA;U1;31/12/2020;30.723
143.;DIFUSORA DE ARTICULOS MECANICOS ESPECIALES SA;A08610875;SEDAVI;ESPANA;U1;31/12/2021;30.525
144.;CORPORACION UPWARDS 98 SOCIEDAD ANONIMA;A50047463;LA MUELA;ESPANA;U1;31/12/2021;30.506
145.;RECAMBIOS AUTODIESEL SA;A08560179;EL PRAT DE LLOBREGAT;ESPANA;U2;31/12/2021;30.383
146.;DISTRIBUCIONES FERAN SA;A28579191;SAN SEBASTIAN DE LOS REYES;ESPANA;U1;28/02/2021;30.228
147.;NOUVELLES FRONTIERES ESPAÑA SA (EXTINGUIDA);A07066194;BARCELONA;ESPANA;U1;31/12/2001;29.990
148.;HIERROS HONTORIA SA (EXTINGUIDA);A40006371;NAVA DE LA ASUNCION;ESPANA;U1;31/12/2011;29.458
149.;ELECTRONIC TRAFIC SA;A46138921;VALENCIA;ESPANA;U2;31/12/2021;28.925
150.;ENPLAST SA;A28577864;VALDEMORO;ESPANA;U1;31/12/2021;28.925
151.;SOCIEDAD COOPERATIVA LIMITADA LA OTURENSE;F33032889;VALDES;ESPANA;U1;31/12/2008;28.549
152.;IMPORTACIONES NAUTICAS SA;A17039843;ESTEPONA;ESPANA;U1;31/12/2021;28.535
153.;TRANSPORTES CARGUA SA;A07062904;EIVISSA;ESPANA;U1;31/10/2017;28.531
154.;M VINALS SOLER SL (EXTINGUIDA);B08593170;ARGENTONA;ESPANA;U1;31/12/2002;28.516
155.;SANAMAR ALIMENTACION SL.;B29057346;MALAGA;ESPANA;U1;31/12/2021;28.264
156.;MASIA VALLFORMOSA SL;B08656688;VILOBI DEL PENEDES;ESPANA;U1;31/12/2020;28.170
157.;AUTOMOVILES SANCHEZ SA;A15032949;A CORUÑA;ESPANA;U2;31/12/2017;27.984
158.;TECNICAS MODULARES E INDUSTRIALES SA (EN LIQUIDACION);A08613358;GRANOLLERS;ESPANA;U1;31/12/2008;27.705
159.;TALLERES ANTUÑA SL;B33615493;GIJON;ESPANA;U1;31/12/2021;27.688
160.;NTRA SEÑORA DE LA SALUD S.C. CLM;F45012697;MENASALBAS;ESPANA;U1;31/12/2019;27.493
161.;TERRA AVANT SA;A17040999;ANGLES;ESPANA;U1;31/12/2015;27.148
162.;AUTO SAENZ SL (EXTINGUIDA);B08559841;BARCELONA;ESPANA;U2;31/12/2007;26.963
163.;PLATANOS BETRAN S.A. (EXTINGUIDA);A08598872;MADRID;ESPANA;U1;31/12/2000;26.921
164.;GLEM S.L.;B03071099;VILLENA;ESPANA;U1;31/12/2021;26.853
165.;COMERCIAL GABRIELITOS DEL MAR, SOCIEDAD ANONIMA (EN LIQUIDACION);A28622496;HUELVA;ESPANA;U1;31/12/2007;26.809
166.;TIRADORES EGOKI, SL  (EXTINGUIDA);B20065009;IRUN;ESPANA;U1;31/12/2007;26.559
167.;SEGURIDAD VIAL SA (EXTINGUIDA);A28601680;AJALVIR;ESPANA;U1;31/12/2002;26.284
168.;DISELAUTO SL;B08554669;BARCELONA;ESPANA;U1;31/12/2020;26.257
169.;CONSTRUCCIONES GALCON SL (EN LIQUIDACION);B10010031;PLASENCIA;ESPANA;U1;31/12/2007;26.185
170.;INKE SA;A08551996;CASTELLBISBAL;ESPANA;U1;31/12/2021;26.064
171.;FORMIGONS TARRAGONA SL (EXTINGUIDA);B08606774;BARCELONA;ESPANA;U1;31/12/2002;26.037
172.;INCOFLUID SA  (EXTINGUIDA);A08595902;MONTCADA I REIXAC;ESPANA;U1;31/12/2006;25.998
173.;PIZARRAS SAMACA, SA;A32006413;CARBALLEDA DE VALDEORRAS;ESPANA;U1;31/12/2021;25.883
174.;BUENAVENTURA BORRAS SAU;A25021692;LLEIDA;ESPANA;U1;31/12/2021;25.437
175.;AUTOMOVILES DINAMICOS SA;A46124939;VALENCIA;ESPANA;U1;31/12/2021;25.397
176.;GRUPO MUNRECO SL;B28557064;ALCOBENDAS;ESPANA;U2;31/12/2021;25.386
177.;EQUIPOS INDUSTRIALES DE MANUTENCION SA;A28567378;ALCALA DE HENARES;ESPANA;U1;30/09/2020;25.355
178.;MADERAS POLANCO SA (EXTINGUIDA);A11020708;CHICLANA DE LA FRONTERA;ESPANA;U2;31/12/2010;24.989
179.;CHEMIPOL, SA;A08631020;TERRASSA;ESPANA;U1;31/12/2021;24.855
180.;JAIME ESTEVEZ SL (EXTINGUIDA);B28579324;GETAFE;ESPANA;U1;31/12/2017;24.769
181.;TEXTIL PLANAS OLIVERAS SA;A08564502;MANRESA;ESPANA;U2;31/12/2021;24.468
182.;BUSTILLO GRUPO EMPRESARIAL SL.;B29054541;VELEZ-MALAGA;ESPANA;U2;31/12/2010;24.191
183.;COMERCIAL VILA VILA SA;A08585275;GRANOLLERS;ESPANA;U2;31/12/2020;24.115
184.;ESTABLECIMIENTOS SUMISAN SA;A20062568;DONOSTIA/SAN SEBASTIAN;ESPANA;U1;31/12/2021;23.919
185.;CONSTRUCCIONES ANGEL JOVE SA;A15034564;A CORUÑA;ESPANA;U1;31/12/2021;23.868
186.;AUDATEX ESPAÑA SA;A28586550;ALCOBENDAS;ESPANA;U1;31/03/2021;23.834
187.;EXPLOTACION DE ROCAS INDUSTRIALES Y MINERALES SA;A15033665;A CORUÑA;ESPANA;U1;31/12/2020;23.801
188.;S.C.L. DE COMERCIALIZACION AGRARIA DE TOTANA;F30040893;TOTANA;ESPANA;U1;30/06/2019;23.618
189.;V ROS SL;B12026183;ALQUERIES/ALQUERIAS NIÑO PERDIDO;ESPANA;U1;31/08/2020;23.617
190.;CORPORACION DERMOESTETICA SA (EXTINGUIDA);A46126017;VALENCIA;ESPANA;U2;31/12/2013;23.516
191.;AGROGIL SA;A28715316;ALCALA DE HENARES;ESPANA;U1;31/12/2021;23.346
192.;LA ELECTRICA ALVAREZ SIRGO SA;A33614199;GIJON;ESPANA;U1;31/12/2021;23.276
193.;TRANSPORTES ALAMEDA SL (EXTINGUIDA);B28607729;MADRID;ESPANA;U1;31/12/2002;23.239
194.;PROVITAL SAU;A08584997;BARBERA DEL VALLES;ESPANA;U1;31/12/2021;22.973
195.;ARMENGOL HERMANOS SA;A43033653;EL CATLLAR;ESPANA;U1;31/07/2020;22.765
196.;NORTEÑA DE COMERCIALIZACION SIDERURGICA SA;A39022124;GIJON;ESPANA;U2;31/12/2021;22.631
197.;BALLPER SA (EXTINGUIDA);A08595670;BARCELONA;ESPANA;U1;31/12/2006;22.380
198.;SAN IGNACIO KITCHENWARE SL (EN LIQUIDACION);B01016419;AGONCILLO;ESPANA;U1;31/12/2011;22.368
199.;HOME ENGLISH SA (EXTINGUIDA);A08511800;BARCELONA;ESPANA;U1;31/08/2002;22.035
200.;COMERCIAL DE PRENSA SIGLO XXI SA (EXTINGUIDA);A28546810;GETAFE;ESPANA;U1;31/12/2013;21.907
201.;ARES Y PACHECO SOCIEDAD ANONIMA ARGA (EN LIQUIDACION);A15034762;A CORUÑA;ESPANA;U1;31/12/2009;21.906
202.;HACH LANGE SPAIN SL.;B08557761;L'HOSPITALET DE LLOBREGAT;ESPANA;U1;31/12/2020;21.696
203.;TALLERES AGUI SA;A20065744;OIARTZUN;ESPANA;U1;31/12/2021;21.680
204.;COOP DE TRANSPORTES REUNIDOS EL CUERVO S.C.;F41066887;EL CUERVO DE SEVILLA;ESPANA;U1;31/12/2018;21.673
205.;BERNARDO HERNANDEZ SL;B37020179;GUIJUELO;ESPANA;U2;31/12/2020;21.471
206.;LEVANTINA DE RECURSOS MINEROS SAU;A03069150;EL PINOS/PINOSO;ESPANA;U1;31/12/2020;21.362
207.;MANUFACTURAS TOMAS SA;A30608798;CARTAGENA;ESPANA;U1;31/12/2020;21.312
208.;HIJOS DE CANUTO VILA SA (EXTINGUIDA);A08538522;LES FRANQUESES DEL VALLES;ESPANA;U1;31/12/2009;21.133
209.;SISTEMES D'ORGANITZACIO, SA;A08588170;SANT FRUITOS DE BAGES;ESPANA;U1;31/12/2021;21.064
210.;BOST MACHINE TOOLS COMPANY SA (EXTINGUIDA);A20062493;ASTEASU;ESPANA;U1;31/12/2011;20.929
211.;CONSTRUCCIONES GARNICA Y CORTES SL;B31084544;LERIN;ESPANA;U1;31/12/2021;20.812
212.;INDUSTRIAS MECANICAS ALCUDIA SOCIEDAD LIMITADA;B46134748;L'ALCUDIA;ESPANA;U1;31/12/2021;20.418
213.;HUEVOS MARYPER SA (EN LIQUIDACION);A30032130;TOTANA;ESPANA;U1;31/12/2007;20.284
214.;EMILIO ESTEBAN SA;A47017728;RENEDO DE ESGUEVA;ESPANA;U1;30/06/2020;20.070
215.;GUIVARTO AGRICOLA SL;B04011268;ALMERIA;ESPANA;U1;31/12/2020;19.966
216.;CREACIONES SELENE SL;B31089071;BURLADA/BURLATA;ESPANA;U1;31/12/2021;19.957
217.;COMERCIAL ELECTRO SUMINISTROS SA  (EXTINGUIDA);A46131520;VALENCIA;ESPANA;U1;31/12/2011;19.897
218.;GRUPO ALIMENTARIO DE EXCLUSIVAS SA  (EXTINGUIDA);A28591717;SIERO;ESPANA;U1;31/12/2012;19.754
219.;FRUMECAR SL;B30034573;ALCANTARILLA;ESPANA;U1;31/12/2021;19.735
220.;EXTRU SA;A31079734;UHARTE ARAKIL;ESPANA;U1;31/12/2021;19.708
221.;ELECTROZEMPER SA;A28559474;CIUDAD REAL;ESPANA;U1;31/12/2021;19.691
222.;TEKNIA BILBAO XXI SLU;B48094288;ABANTO CIERVANA/ABANTO ZIERBENA;ESPANA;U1;31/12/2021;19.486
223.;GASOLUBE NOROESTE SA (EXTINGUIDA);A08583551;A CORUÑA;ESPANA;U1;31/12/2005;19.428
224.;HORMIGONES CALETA SA;A03066933;GATA DE GORGOS;ESPANA;U2;31/12/2021;19.229
225.;VOLTAMPER SA;A50049204;ZARAGOZA;ESPANA;U1;31/12/2021;19.208
226.;FABRICA DE EMBUTIDOS LA PRUDENCIA SA;A40005514;VILLACASTIN;ESPANA;U1;31/12/2021;19.207
227.;COMERCIAL BURGOS SA (EXTINGUIDA);A08596769;PARETS DEL VALLES;ESPANA;U1;31/12/2000;19.202
228.;AUTOMOVILES COLL SA;A07067846;PALMA;ESPANA;U1;31/12/2020;19.133
229.;CIUDAUTO SL;B13010145;CIUDAD REAL;ESPANA;U1;31/12/2020;19.079
230.;FERTO SA;A46123543;TORRENT;ESPANA;U1;31/12/2021;18.894
231.;FRIGORIFICOS MARIN SA (EN LIQUIDACION);A41065731;MAIRENA DEL ALCOR;ESPANA;U1;31/12/2010;18.861
232.;FONT AGUDES, SA;A17041724;ARBUCIES;ESPANA;U1;31/12/2021;18.499
233.;AUTOVI SA;A29051067;INCA;ESPANA;U1;31/12/2021;18.414
234.;TEKNIA MANRESA SL.;B08575672;MANRESA;ESPANA;U1;31/12/2020;18.343
235.;MADERAS BESTEIRO SL;B27011477;LUGO;ESPANA;U1;31/12/2021;18.166
