;Nombre;Código NIF;Localidad;País;Código consolidación;Ultimo año disponible;"Ingresos de explotación
mil EUR
Últ. año disp."
38.;COLOPLAST PRODUCTOS MEDICOS SA;A28899003;MADRID;ESPANA;U1;30/09/2021;103.164
39.;FRESENIUS MEDICAL CARE ESPAÑA SA;A08834012;TRES CANTOS;ESPANA;U1;31/12/2021;101.777
40.;WARNER BROS ENTERTAINMENT ESPAÑA SL;B28860534;MADRID;ESPANA;U2;31/12/2020;99.962
41.;LABORATORIO ECHEVARNE SA.;A08829848;BARCELONA;ESPANA;U2;31/12/2020;99.106
42.;METALIMPEX IBERICA SAU;A39039862;MAGAZ DE PISUERGA;ESPANA;U1;31/12/2021;98.306
43.;SEIDOR SA;A08854929;VIC;ESPANA;U2;31/12/2020;95.291
44.;URSA IBERICA AISLANTES, SA;A28042679;MADRID;ESPANA;U1;31/12/2021;94.837
45.;ARTIGAS ALIMENTARIA SA.;A17066077;CORNELLA DEL TERRI;ESPANA;U1;31/12/2021;93.921
46.;CANDY SPAIN SOCIEDAD LIMITADA;B30065221;HELLIN;ESPANA;U1;31/12/2021;93.175
47.;ARAGON WAGEN SOCIEDAD LIMITADA.;B50080662;ZARAGOZA;ESPANA;U2;31/12/2021;88.602
48.;ALCALA INDUSTRIAL SA. (EXTINGUIDA);A28821452;ALCALA DE HENARES;ESPANA;U2;31/12/2007;84.082
49.;HUF ESPAÑA SOCIEDAD ANONIMA;A08806812;BURGO DE OSMA-CIUDAD DE OSMA;ESPANA;U1;31/12/2020;82.769
50.;PESCARMAR SL;B32012510;A CORUÑA;ESPANA;U1;31/12/2021;82.559
51.;SERHS TOURISM SA (EXTINGUIDA);A08818254;PINEDA DE MAR;ESPANA;U1;31/08/2018;81.182
52.;MACRESAC SOCIEDAD ANONIMA;A43053479;LA SELVA DEL CAMP;ESPANA;U1;31/12/2021;80.246
53.;SERVICIOS DE LA COMARCA DE PAMPLONA SA;A31118441;PAMPLONA/IRUÑA;ESPANA;U1;31/12/2021;78.000
54.;INDUSTRIA JABONERA LINA SAU.;A30062707;LAS TORRES DE COTILLAS;ESPANA;U1;31/12/2021;77.814
55.;PROCONO SA;A14049506;MALAGA;ESPANA;U2;31/12/2021;75.403
56.;HELADOS ESTIU, SA;A46226122;RIBA-ROJA DE TURIA;ESPANA;U2;31/12/2020;75.158
57.;MANUFACTURADOS FERRICOS, SA;A25032400;VIC;ESPANA;U1;31/12/2021;74.047
58.;GENEBRE SA;A08824476;L'HOSPITALET DE LLOBREGAT;ESPANA;U1;31/12/2020;73.420
59.;TECNICAS EN VEHICULOS AUTOMOVILES SL;B28861359;MADRID;ESPANA;U1;31/12/2021;72.666
60.;APERITIVOS Y EXTRUSIONADOS SA;A31130834;RIBAFORADA;ESPANA;U1;31/05/2021;72.504
61.;DISTRIBUCIONES IGAN SL;B25030917;LLEIDA;ESPANA;U2;31/12/2021;71.429
62.;SOCIEDAD DE ELECTRONICA Y COMPONENTES SA (EXTINGUIDA);A28846889;LAS ROZAS DE MADRID;ESPANA;U1;30/06/2001;71.305
63.;INDRA ESPACIO, SOCIEDAD ANONIMA (EXTINGUIDA);A28862415;SAN FERNANDO DE HENARES;ESPANA;U1;31/12/2009;70.471
64.;GARMIN IBERIA SA;A08829699;BARBERA DEL VALLES;ESPANA;U1;31/12/2020;69.656
65.;KEMIRA IBERICA SA;A08807596;BARCELONA;ESPANA;U2;31/12/2020;69.475
66.;CAMPODULCE CURADOS SA.;A08846990;ZUERA;ESPANA;U1;31/12/2021;68.978
67.;MOSTOS VINOS Y ALCOHOLES SOCIEDAD ANONIMA;A13021910;CAMPO DE CRIPTANA;ESPANA;U1;31/12/2020;68.482
68.;AQUALIA INTECH SA;A28849495;MADRID;ESPANA;U1;31/12/2021;67.803
69.;EMPRESA CANARIA DE DISTRIBUCION SA (EXTINGUIDA);A38037362;SANTA CRUZ DE TENERIFE;ESPANA;U1;31/12/2005;67.158
70.;VIAJES NOBEL SA (EXTINGUIDA);A28878163;MADRID;ESPANA;U1;31/12/2006;66.757
71.;SOCIEDAD AGROALIMENTARIA TEJARES HERMANOS CHICO SL.;B40052599;FUENTESOTO;ESPANA;U1;31/12/2020;64.755
72.;ACTIU BERBEGAL Y FORMAS SA;A03137874;CASTALLA;ESPANA;U1;31/12/2020;64.536
73.;PLAYMOBIL IBERICA SAU.;A03126935;ONIL;ESPANA;U1;31/03/2020;63.420
74.;COMERCIAL IMPORMOVIL SA (EN LIQUIDACION);A28805125;TRES CANTOS;ESPANA;U1;31/12/2018;63.324
75.;T D N SAU;A28815017;COSLADA;ESPANA;U2;31/12/2021;62.322
76.;FRANCISCO MARCOS SA;A03135563;ORIHUELA;ESPANA;U1;31/12/2021;62.229
77.;SAT LAS HORTICHUELAS N 4812;F04026043;ROQUETAS DE MAR;ESPANA;U1;31/08/2021;61.390
78.;PINTURAS MONTO SA;A46218210;MARINES;ESPANA;U1;31/12/2020;60.914
79.;UNION DE COMERCIANTES Y ALMACENES S.A.  (EXTINGUIDA);A41114638;DOS HERMANAS;ESPANA;U1;31/12/2005;60.283
80.;INSTALACIONES DE TENDIDOS TELEFONICOS, SA;A30057590;FUENLABRADA;ESPANA;U2;31/12/2020;59.935
81.;AMIDATA SAU;A78913993;ALCOBENDAS;ESPANA;U1;31/03/2021;58.699
82.;ALGECO CONSTRUCCIONES MODULARES SLU;B28871192;FUENTE EL SAZ DE JARAMA;ESPANA;U1;31/12/2021;57.693
83.;MATTEL ESPAÑA SA;A08842809;BARCELONA;ESPANA;U1;31/12/2020;57.613
84.;INDUSTRIAS CATALA SA;A08812521;SANTA MARGARIDA I ELS MONJOS;ESPANA;U1;31/12/2020;56.966
85.;HUNE PLATAFORMAS, SA (EXTINGUIDA);A08824518;CASTELLBISBAL;ESPANA;U1;31/12/2010;56.528
86.;LURCA SA;A28836880;MADRID;ESPANA;U1;31/12/2021;56.432
87.;ECONOCOM SERVICIOS SA.;A28816379;MADRID;ESPANA;U1;31/12/2021;55.848
88.;VIROSPACK SL;B08848590;BADALONA;ESPANA;U1;31/12/2020;55.555
89.;ARQUIA BANK SA.;A08809808;MADRID;ESPANA;U2;31/12/2021;53.542
90.;COMERCIAL PROJAR SA;A46217923;QUART DE POBLET;ESPANA;U1;31/12/2021;53.091
91.;TEX BI SL  (EXTINGUIDA);B28835098;MOSTOLES;ESPANA;U2;31/12/2012;53.022
92.;VIGUETAS EL SARDINERO SL;B46218814;BENIGANIM;ESPANA;U1;31/12/2008;52.632
93.;DISTRIBUIDORA INTERNACIONAL CARMEN SA;A50081546;ZARAGOZA;ESPANA;U2;31/12/2020;52.230
94.;EMILIANO MADRID E HIJOS SA (EN LIQUIDACION);A45024411;CEBOLLA;ESPANA;U1;31/12/2009;52.102
95.;KELDENICH SA (EXTINGUIDA);A08810095;BARCELONA;ESPANA;U1;31/12/2006;50.905
96.;HEPECA SA;A28842003;PINTO;ESPANA;U2;31/12/2021;50.703
97.;LASEM ALIMENTACION SA (EXTINGUIDA);A08805921;TERRASSA;ESPANA;U1;31/12/2002;49.836
98.;DREAMPLACE HOTELS & RESORTS SL;B38039145;ADEJE;ESPANA;U1;31/12/2018;48.752
99.;TRANSMEC DE BORTOLI GROUP ESPANA SA.;A08835985;COSLADA;ESPANA;U1;31/12/2021;48.652
100.;AUTO BELTRAN SA;A08809998;BARCELONA;ESPANA;U1;31/12/2021;48.022
101.;CONSTRUCCIONES SALAMANCA S.L.;B28828523;MADRID;ESPANA;U1;31/12/2008;47.574
102.;ACEROS BERGARA SA;A20079794;BERGARA;ESPANA;U1;31/12/2020;47.179
103.;ALFALAND, SA;A28826477;VALDEMORO;ESPANA;U2;31/12/2021;46.380
104.;SODECA SLU;B08851321;SANT QUIRZE DE BESORA;ESPANA;U1;31/12/2020;46.351
105.;MANUEL BAREA SA;A41126889;SEVILLA;ESPANA;U1;31/12/2021;45.055
106.;AMALIS SA (EXTINGUIDA);A28844074;SANT CUGAT DEL VALLES;ESPANA;U1;31/12/2004;44.997
107.;MARTINEZ DE QUEL SL;B26028852;LOGROÑO;ESPANA;U1;31/12/2020;44.979
108.;SAT LIMITADA N 4771 GRUFESA;F21022561;MOGUER;ESPANA;U1;31/12/2020;44.846
109.;ACUÑA Y FOMBONA SA;A33620485;GIJON;ESPANA;U1;31/12/2020;44.764
110.;INSTRUMENTACION Y COMPONENTES SA;A50086412;ZARAGOZA;ESPANA;U1;30/09/2021;44.452
111.;PROTECCION Y SEGURIDAD TECNICA SA;A48138390;BARAKALDO;ESPANA;U1;31/12/2021;44.038
112.;CASTILLO TRANS, SA;A03048402;BENEJUZAR;ESPANA;U2;31/12/2020;43.863
113.;AGUAS DE JEREZ EMPRESA MUNICIPAL SA (EXTINGUIDA);A11614278;JEREZ DE LA FRONTERA;ESPANA;U1;31/12/2012;43.323
114.;RIMOBEL SA;A12045134;VINAROS;ESPANA;U1;31/12/2021;43.156
115.;INDUSTRIAS SAN CAYETANO SL;B47034939;ALDEAMAYOR DE SAN MARTIN;ESPANA;U2;31/12/2021;42.963
116.;SODES SA (EN LIQUIDACION);A33046574;OVIEDO;ESPANA;U2;31/12/2010;42.895
117.;CAVE BILBAINOS LOGISTICA ESPAÑA SL;B46211132;RIBA-ROJA DE TURIA;ESPANA;U1;31/12/2020;42.820
118.;TALLERES CHINARES SOCIEDAD ANONIMA;A02019214;ALBACETE;ESPANA;U1;31/12/2020;42.742
119.;TECNICAS Y SERVICIOS DE AUTOMOCION SA;A41121336;SEVILLA;ESPANA;U1;31/12/2021;42.160
120.;UNION DE DETALLISTAS DE VALLECAS SL (EXTINGUIDA);B28832087;MADRID;ESPANA;U1;31/12/2001;41.929
121.;FRUTAS BERI SA;A30070742;BENIEL;ESPANA;U2;31/08/2020;41.649
122.;MALAGA WAGEN SA (EXTINGUIDA);A29099520;MALAGA;ESPANA;U1;31/12/2017;41.052
123.;TERRAUTO SA (EXTINGUIDA);A08850349;TERRASSA;ESPANA;U1;31/12/2018;41.048
124.;GARROFAS Y ALMENDRAS TORRES SL;B46207668;TURIS;ESPANA;U1;31/07/2020;40.520
125.;INDUSTRIAS CANDIDO HERMIDA SL;B15057474;NARON;ESPANA;U1;31/12/2021;40.144
126.;FRIGORIFICS ROS SOCIEDAD ANONIMA;A17070954;BLANES;ESPANA;U1;31/12/2020;39.887
127.;EMILIO PEÑA SA;A46204442;TORRENT;ESPANA;U1;31/12/2021;39.775
128.;KAREALDE SA;A48140909;BARAKALDO;ESPANA;U1;31/12/2021;39.729
129.;ARTESANIA CERDA SL;B46206991;L'OLLERIA;ESPANA;U1;31/12/2021;39.607
130.;MADREMIA SL;B46207858;CANALS;ESPANA;U1;30/09/2021;39.386
131.;RECAMBIOS BARREIRO SL;B15060106;BERGONDO;ESPANA;U1;31/12/2021;39.067
132.;ARAIZ SUMINISTROS ELECTRICOS, SA;A50079961;ZARAGOZA;ESPANA;U1;31/12/2021;38.801
133.;KENCI SA (EXTINGUIDA);A28882157;RUBI;ESPANA;U1;31/12/2007;38.244
134.;ADIEGO HERMANOS SA;A50024181;CUARTE DE HUERVA;ESPANA;U1;31/12/2021;38.075
135.;CONSTRUCCIONES DE LAS CONDUCCIONES DEL SUR SA (EXTINGUIDA);A29102068;MALAGA;ESPANA;U1;31/12/2011;37.792
136.;CLINICA SAN ROQUE, SOCIEDAD ANONIMA;A35064658;LAS PALMAS DE GRAN CANARIA;ESPANA;U2;31/12/2020;37.748
137.;GOSBI PET FOOD SOCIEDAD ANONIMA.;A17066598;SANTA LLOGAIA D'ALGUEMA;ESPANA;U1;31/12/2021;37.601
138.;M Y J GRUAS SA;A25031576;ALGUAIRE;ESPANA;U2;31/12/2021;37.557
139.;JOSE LLOPART SA;A08965089;SANT BOI DE LLOBREGAT;ESPANA;U1;31/12/2020;36.511
140.;GRIFFITH FOODS SOCIEDAD ANONIMA.;A08758765;VALLS;ESPANA;U1;30/09/2020;36.506
141.;CATALUNYA RADIO SERVEI DE RADIODIFUSIO DE LA GENERALITAT SA (EXTINGUIDA);A08846974;BARCELONA;ESPANA;U1;31/12/2012;36.423
142.;CONSTRUCCIONES TOGA SA  (EXTINGUIDA);A28829950;GALAPAGAR;ESPANA;U1;31/12/2008;36.351
143.;SANATORIO VIRGEN DEL MAR CRISTOBAL CASTILLO, SA;A04024071;ALMERIA;ESPANA;U1;31/12/2021;36.140
144.;RADIO CARRERA SA;A08827735;MANLLEU;ESPANA;U1;31/12/2020;36.051
145.;RTS SA;A20086534;MENDARO;ESPANA;U2;31/12/2021;35.242
146.;LABORATORIOS KARIZOO SA;A08818502;CALDES DE MONTBUI;ESPANA;U1;31/03/2021;35.035
147.;CONSERVAS FERBA SA;A26030379;ALDEANUEVA DE EBRO;ESPANA;U2;31/12/2020;34.884
148.;GRASAS DEL CENTRO SA;A28885614;CIEMPOZUELOS;ESPANA;U1;31/12/2021;34.703
149.;DISTRIBUIDORA URIBE SA    (EXTINGUIDA);A04023362;HUERCAL-OVERA;ESPANA;U2;31/12/2010;34.241
150.;MOTOR 30 SA;A28832558;MADRID;ESPANA;U1;31/12/2007;34.117
151.;MONDI CONSUMER PACKAGING IBERICA SA. (EXTINGUIDA);A08797201;BARCELONA;ESPANA;U1;31/12/2014;34.041
152.;COLORANTES INDUSTRIALES SA;A46201430;LORIGUILLA;ESPANA;U1;31/12/2021;33.157
153.;GINES MENDEZ ESPAÑA SL  (EXTINGUIDA);B30062780;MAZARRON;ESPANA;U1;31/12/2003;33.073
154.;SERINGE SA;A28843159;GETAFE;ESPANA;U1;31/12/2020;32.916
155.;URETA MOTOR SA;A09039199;BURGOS;ESPANA;U1;31/12/2020;32.770
156.;CLUB LA SANTA SA;A35066356;TINAJO;ESPANA;U2;31/10/2017;32.191
157.;GRUPO ALCALA 70, SA;A28889442;MADRID;ESPANA;U1;31/08/2007;32.036
158.;ARAGONESA DE AUTOMOVILES SL;B22018287;HUESCA;ESPANA;U1;31/12/2020;31.940
159.;CUCURULL PASCUAL SA;A25033127;ALMACELLES;ESPANA;U1;31/12/2021;31.072
160.;AVENIR ESPANA SA (EXTINGUIDA);A28849255;MADRID;ESPANA;U1;31/12/2001;31.039
161.;SAT HORTOVENTAS;F18038067;ALHAMA DE GRANADA;ESPANA;U1;31/12/2021;30.985
162.;SUVIMA SA;A46199873;QUART DE POBLET;ESPANA;U1;31/12/2021;30.889
163.;GECI ESPAÑOLA SA;A28880714;EL PUERTO DE SANTA MARIA;ESPANA;U2;31/12/2021;30.849
164.;PROTECCIONES Y LACADOS SL;B41123019;ALCALA DE GUADAIRA;ESPANA;U1;31/12/2021;30.470
165.;HERMANOS MAQUEDA GONZALEZ SL;B28827012;MOSTOLES;ESPANA;U1;31/12/2021;30.383
166.;PIELES Y CUEROS PALOMERAS Y GAMBUS SA;A17068198;RIUDELLOTS DE LA SELVA;ESPANA;U2;31/12/2021;30.365
167.;DELTECO SAU;A20082053;ZUMAIA;ESPANA;U1;31/12/2021;30.236
168.;VIRBAC ESPAÑA SA;A08818890;ESPLUGUES DE LLOBREGAT;ESPANA;U1;31/12/2020;30.031
169.;AVIENT ESPAÑA SOCIEDAD LIMITADA.;B22019723;BARBASTRO;ESPANA;U1;31/12/2020;30.028
170.;BAHIA DE MAZARRON S.A.;A28127272;MAZARRON;ESPANA;U1;31/12/2008;30.006
171.;RITTAL S.A.;A08829202;SABADELL;ESPANA;U2;31/12/2020;29.991
172.;LA PILA FOOD SA;A28852861;LOECHES;ESPANA;U1;31/12/2021;29.826
173.;COMERCIAL DE HOJALATA Y METALES SA;A20083291;SAN ADRIAN;ESPANA;U2;31/12/2021;29.380
174.;MACSA ID SA;A08802480;SANT FRUITOS DE BAGES;ESPANA;U2;31/12/2020;29.258
175.;TAO TECNICS EN AUTOMATITZACIO D'OFICINES SA (EXTINGUIDA);A08833907;BARCELONA;ESPANA;U1;31/12/2005;29.058
176.;BAKER & BAKER SPAIN S.A.;A58165176;SANT JOAN DESPI;ESPANA;U1;31/12/2020;28.884
177.;MIARCO SL (EXTINGUIDA);B46204772;PATERNA;ESPANA;U2;31/12/2009;28.767
178.;ALBIE SA;A28861326;BOADILLA DEL MONTE;ESPANA;U1;31/12/2020;28.742
179.;AGROQUIMICOS DE LEVANTE SOCIEDAD ANONIMA;A46205159;CHESTE;ESPANA;U1;31/12/2021;28.706
180.;LIMPIEZAS ALARCON SL;B28877116;MADRID;ESPANA;U1;31/12/2021;28.629
181.;S.C. ANDALUZA NUESTRA SEÑORA VIRGEN DE LAS ALCANTARILLAS;F14063804;BELALCAZAR;ESPANA;U1;31/12/2007;28.540
182.;DITECPESA S.A.;A28870749;MADRID;ESPANA;U1;31/12/2021;28.457
183.;ESLAVA PLASTICOS SA;A46212262;QUART DE POBLET;ESPANA;U1;31/12/2021;28.393
184.;MADRID MOVILIDAD SA (EXTINGUIDA);A28855153;MADRID;ESPANA;U1;31/12/2013;28.365
185.;GAS GAS MOTOS, SA  (EXTINGUIDA);A17070921;SALT;ESPANA;U2;31/07/2013;28.300
186.;JAMONES ARROYO, SOCIEDAD LIMITADA;B13018924;PUERTOLLANO;ESPANA;U1;31/12/2021;28.288
187.;I C A INFORMATICA Y COMUNICACIONES AVANZADAS SL;B28893139;MADRID;ESPANA;U1;31/12/2021;28.140
188.;JESPAC SA;A08828782;BARCELONA;ESPANA;U1;31/12/2021;28.114
189.;HOGARLIN SA;A36625507;VIGO;ESPANA;U1;31/12/2021;28.024
190.;MUSAAT MUTUA DE SEGUROS A PRIMA FIJA;V28865855;MADRID;ESPANA;U1;31/12/2020;27.802
191.;SAZ ANCHUELO SL;B28855591;ANCHUELO;ESPANA;U1;30/06/2021;27.754
192.;PRODUCCION Y COMERCIO AGRICOLA SA (EXTINGUIDA);A03132669;MADRID;ESPANA;U1;31/12/2000;27.679
193.;ASEMAS, MUTUA DE SEGUROS Y REASEGUROS A PRIMA FIJA;V48148639;BILBAO;ESPANA;U1;31/12/2020;27.544
194.;DORMAKABA ESPAÑA SA.;A28857001;MADRID;ESPANA;U1;30/06/2021;27.162
195.;ALMACENES BENITO GARCIA SA (EXTINGUIDA);A41119926;ARAHAL;ESPANA;U1;31/12/2019;27.084
196.;SDI MEDIA IBERIA SL.;B08826000;MADRID;ESPANA;U2;31/12/2020;27.059
197.;DRO ATLANTIC SA (EXTINGUIDA);A28867166;MADRID;ESPANA;U1;30/09/2006;26.792
198.;TELDAT SA;A28877579;TRES CANTOS;ESPANA;U1;31/12/2020;26.759
199.;ALMANSEÑA COMERCIAL GRAFICA SOCIEDAD LIMITADA;B02018273;ALMANSA;ESPANA;U1;31/12/2020;26.720
200.;CHILLIDA SISTEMAS DE SEGURIDAD SL (EXTINGUIDA);B46201158;PATERNA;ESPANA;U1;31/12/2011;26.522
201.;GRUPO LACTALIS IBERIA SAU;A27018001;VILALBA;ESPANA;U2;31/12/2021;26.271
202.;PLASCAN SOCIEDAD ANONIMA;A35063064;TELDE;ESPANA;U1;31/12/2021;26.237
203.;LA PAU S.C.C.L.;F08828493;BADALONA;ESPANA;U1;31/12/2020;26.236
204.;APLICACIONES TECNICAS DE LA ENERGIA SOCIEDAD LIMITADA. (EXTINGUIDA);B46207817;CATARROJA;ESPANA;U1;30/12/2000;26.078
205.;ACEITES VICENTE PEREZ SL;B46214888;ALMUSSAFES;ESPANA;U1;31/12/2021;26.043
206.;LOPESAN ASFALTOS Y CONSTRUCCIONES SA;A35069863;LAS PALMAS DE GRAN CANARIA;ESPANA;U1;31/12/2020;25.878
207.;CONSTRUCCIONES DIGAMON SA;A21022413;ALMONTE;ESPANA;U1;31/12/2006;25.873
208.;ASCENSORES TRESA SA;A33622937;GIJON;ESPANA;U1;31/12/2021;25.834
209.;EMPRESA MUNICIPAL MIXTA DE AIGUES DE TARRAGONA SOCIEDAD ANONIMA;A43049956;TARRAGONA;ESPANA;U1;31/12/2021;25.733
210.;INSUR PROTECCION VEGETAL SA;A30065833;TORRE-PACHECO;ESPANA;U1;31/12/2021;25.651
211.;GIRONA COMERCIAL D'AUTOMOCIO SOCIEDAD ANONIMA;A17065095;FORNELLS DE LA SELVA;ESPANA;U1;31/12/2020;25.593
212.;PAYAN HERMANOS SA;A18034306;MARACENA;ESPANA;U1;31/12/2021;25.526
213.;FRANCISCO ALBERO SA;A08859407;L'HOSPITALET DE LLOBREGAT;ESPANA;U1;31/12/2020;25.521
214.;COMERCIAL COINTRA SA (EXTINGUIDA);A28855047;ALCALA DE HENARES;ESPANA;U1;31/12/2002;25.261
215.;COINTRA GODESIA SA (EXTINGUIDA);A28821445;COSLADA;ESPANA;U1;31/12/2017;24.707
216.;MECANICA CAPE SL;B08848467;MANLLEU;ESPANA;U1;31/12/2020;24.633
217.;COMERCIAL DE SONDEOS SL;B28866267;VALDILECHA;ESPANA;U1;31/12/2020;24.539
218.;FERPER SL (EXTINGUIDA);B28828572;CORDOBA;ESPANA;U1;31/12/2006;24.462
219.;HERMANOS ESCOT MADRID SA (EN LIQUIDACION);A41119074;UTRERA;ESPANA;U1;31/12/2013;24.326
220.;DIODE ESPAÑA SAU (EXTINGUIDA);A28873040;SAN FERNANDO DE HENARES;ESPANA;U1;30/09/2020;23.985
221.;TECNOCONTROL SERVICIOS SA;A28815322;TRES CANTOS;ESPANA;U1;31/12/2021;23.951
222.;URTASUN TECNOLOGIA ALIMENTARIA SL;B31125321;MARCILLA;ESPANA;U1;31/12/2021;23.887
223.;DINAK SA (EXTINGUIDA);A36626059;VIGO;ESPANA;U1;31/12/2005;23.559
224.;FRUTAS ALOMAR SA;A28883577;MADRID;ESPANA;U1;31/12/2021;23.234
225.;TRANS-MANOLET SL;B03129434;ALMORADI;ESPANA;U1;31/12/2021;23.227
226.;TOMAS BODERO SA;A09038977;VILLAGONZALO PEDERNALES;ESPANA;U1;31/12/2021;22.945
227.;S.C.L. AGROPECUARIA DEL SOBRARBE;F22018196;AINSA-SOBRARBE;ESPANA;U1;31/12/2020;22.933
228.;ALSE SEGURIDAD SOCIEDAD ANONIMA.;A48140677;BILBAO;ESPANA;U1;31/12/2021;22.906
229.;DISTRIBUIDORA DE PERIODICOS Y REVISTAS SA (EXTINGUIDA);A48144752;BILBAO;ESPANA;U1;31/12/2000;22.781
230.;VORTROM SL;B08808867;MONTCADA I REIXAC;ESPANA;U1;31/12/2020;22.777
231.;VALDERRIBAS MOTOR S.A. (EXTINGUIDA);A28858256;MADRID;ESPANA;U1;31/12/2005;22.670
232.;JULSA SA;A28825941;MADRID;ESPANA;U1;31/12/2021;22.622
233.;PROMOCIONES VETERINARIAS SA;A08864134;VIC;ESPANA;U1;31/12/2021;22.563
234.;FALCK SCI SA.;A46205431;PATERNA;ESPANA;U1;31/12/2021;22.551
235.;CARDOMAR SL  (EXTINGUIDA);B36628469;VIGO;ESPANA;U1;31/12/2007;22.347
236.;INVESTIGACION Y DESARROLLO DE EQUIPOS MEDICOS SA (EN LIQUIDACION);A28813707;VALVERDE DEL MAJANO;ESPANA;U1;31/12/2004;22.338
237.;CONSTRUCCIONES GALDIANO SA (EN LIQUIDACION);A20081840;DONOSTIA-SAN SEBASTIAN;ESPANA;U2;31/12/2013;22.338
238.;PAMAUTO SA;A28858280;MADRID;ESPANA;U1;31/12/2007;22.338
239.;GRUPO ANTOLIN-DAPSA SA;A09038589;BURGOS;ESPANA;U1;31/12/2021;22.207
