;Nombre;Código NIF;Localidad;País;Código consolidación;Ultimo año disponible;"Ingresos de explotación
mil EUR
Últ. año disp."
50.;ACTEMSA SA;A15133713;A POBRA DO CARAMIÑAL;ESPANA;U2;31/12/2021;156.419
51.;LUXOTTICA IBERICA SA (EXTINGUIDA);A58361569;CORNELLA DE LLOBREGAT;ESPANA;U1;31/12/2016;155.579
52.;F TOME SA;A78548617;MADRID;ESPANA;U2;31/12/2021;154.022
53.;SARRIOPAPEL Y CELULOSA SA (EXTINGUIDA);A58410176;LEITZA;ESPANA;U1;31/12/2013;153.913
54.;KPMG AUDITORES, S.L.;B78510153;MADRID;ESPANA;U1;30/09/2021;153.665
55.;BENTELER ESPAÑA SAU.;A09099458;BURGOS;ESPANA;U1;31/12/2021;147.739
56.;GIESECKE + DEVRIENT MOBILE SECURITY IBERIA S.A.;A58357021;EL PRAT DE LLOBREGAT;ESPANA;U1;31/12/2021;147.379
57.;KPMG SA;A78446333;MADRID;ESPANA;U2;30/09/2021;146.558
58.;SEGUROS DE VIDA Y PENSIONES ANTARES SA;A78586344;MADRID;ESPANA;U1;31/12/2018;142.494
59.;ACEITUNAS GUADALQUIVIR SLU;B41229188;MORON DE LA FRONTERA;ESPANA;U1;31/12/2021;139.928
60.;EDICIONES RUEDA J.M. SA (EXTINGUIDA);A78514650;MADRID;ESPANA;U1;31/12/2004;136.744
61.;INDUSTRIAS ALIMENTARIAS DE NAVARRA S.A.U.;A31204175;VILLAFRANCA;ESPANA;U1;31/12/2021;134.888
62.;SARSA VALLES SAU;A58463522;CASTELLAR DEL VALLES;ESPANA;U1;30/11/2021;134.826
63.;SAISA CHEMICALS SA.;A78406626;MADRID;ESPANA;U1;31/12/2021;134.296
64.;SANTANDER PENSIONES SA EGFP;A78637675;MADRID;ESPANA;U1;31/12/2021;131.613
65.;CLINICAS DEL SUR SLU;B38031241;SANTA CRUZ DE TENERIFE;ESPANA;U1;31/12/2021;130.237
66.;ZINTURA SA;A15121049;ARTEIXO;ESPANA;U1;31/01/2022;128.802
67.;LUXOTTICA SPAIN S.L.;B78601663;MADRID;ESPANA;U2;31/12/2020;126.293
68.;HEINZ IBERICA SA (EXTINGUIDA);A78593084;MADRID;ESPANA;U2;30/04/2011;125.661
69.;UNIVERSIDAD PRIVADA DE MADRID, SA;A78518529;VILLANUEVA DE LA CAÑADA;ESPANA;U1;31/08/2021;122.739
70.;GESINAR SL (EXTINGUIDA);B78541786;MADRID;ESPANA;U1;31/12/2000;122.730
71.;COMPRE Y COMPARE SA;A26062687;CALAHORRA;ESPANA;U1;31/12/2021;119.778
72.;ASCABLE RECAEL SA;A58424029;LES FRANQUESES DEL VALLES;ESPANA;U2;31/12/2021;117.325
73.;ESTIBARNA CENTRO PORTUARIO DE EMPLEO EN EL PUERTO DE BARCELONA S.A.;A58450628;BARCELONA;ESPANA;U1;31/12/2021;116.592
74.;ARNOIA DISTRIBUCION DE LIBROS SA.;A36046019;PONTE CALDELAS;ESPANA;U2;31/12/2021;115.919
75.;INFUN SA (EXTINGUIDA);A58457433;SANT VICENÇ DELS HORTS;ESPANA;U2;31/12/2019;115.268
76.;CONDUCTORES ELECTRICOS REVI SOCIEDAD ANONIMA;A32029613;OURENSE;ESPANA;U1;31/12/2021;115.190
77.;THYSSENKRUPP MATERIALS IBERICA SAU;A58391590;MARTORELLES;ESPANA;U1;30/09/2021;114.703
78.;NRG GROUP SPAIN S.A. (EXTINGUIDA);A58420704;SANT CUGAT DEL VALLES;ESPANA;U1;31/03/2008;113.078
79.;JARMAUTO SA;A78483294;MADRID;ESPANA;U1;31/12/2021;111.746
80.;COMPAÑIA ANDALUZA DE CEREALES ANTONIO PRADA SA;A41201898;EL VISO DEL ALCOR;ESPANA;U1;31/12/2021;111.701
81.;LTE INTERNATIONAL AIRWAYS SA (EN LIQUIDACION);A07241979;PALMA;ESPANA;U1;31/12/2006;111.368
82.;CASTELLANA DE SEGURIDAD SA (EXTINGUIDA);A78588118;LAS ROZAS DE MADRID;ESPANA;U1;31/12/2016;110.930
83.;INVERCAIXA HOLDING SA (EXTINGUIDA);A58483124;BARCELONA;ESPANA;U1;31/12/2000;110.857
84.;LIMCAMAR SOCIEDAD LIMITADA;B30132724;MURCIA;ESPANA;U1;31/12/2021;109.955
85.;KPMG ABOGADOS SLP;B78503778;MADRID;ESPANA;U1;30/09/2021;108.984
86.;FORESTAL DEL ATLANTICO SA;A15126253;MUGARDOS;ESPANA;U1;31/12/2021;108.302
87.;WOLTERS KLUWER LEGAL & REGULATORY ESPAÑA SA.;A58417346;LAS ROZAS DE MADRID;ESPANA;U2;31/12/2020;105.530
88.;CLIPPER 1959 SL.;B58354481;BARCELONA;ESPANA;U1;31/12/2021;102.128
89.;FIBRAS DEL NOROESTE SA (EXTINGUIDA);A15124167;RABADE;ESPANA;U1;31/12/2008;102.078
90.;GRUPO GEA RGS SL.;B58442518;L'HOSPITALET DE LLOBREGAT;ESPANA;U1;31/12/2020;101.728
91.;CONSTRUCCIONES JUANES SA  (EXTINGUIDA);A58462177;SANT QUIRZE DEL VALLES;ESPANA;U1;31/12/2006;100.940
92.;TRANSPORTES GRUPO CALICHE SL;B30129571;SAN JAVIER;ESPANA;U2;31/12/2021;100.932
93.;TORREAL, SA;A08358194;MADRID;ESPANA;U2;31/12/2021;97.894
94.;LINPAC PACKAGING PRAVIA SA;A33127945;PRAVIA;ESPANA;U1;31/12/2021;97.336
95.;UNION DE AUTOMOVILES CLUBS SA DE SEGUROS Y REASEGUROS;A78490539;TRES CANTOS;ESPANA;U1;31/12/2019;97.304
96.;AGROPONIENTE SA;A04051207;EL EJIDO;ESPANA;U2;31/08/2021;96.402
97.;SQM IBERIAN SA.;A58451931;BARCELONA;ESPANA;U1;31/12/2020;95.633
98.;RAMON SABATER SAU;A30116198;MURCIA;ESPANA;U1;31/12/2021;95.609
99.;NEDGIA CASTILLA Y LEON SA.;A47068127;VALLADOLID;ESPANA;U1;31/12/2021;94.723
100.;TAYLOR WIMPEY DE ESPAÑA SA;A07248206;PALMA;ESPANA;U1;31/12/2021;94.165
101.;SABETRANS SL;B21040050;NIEBLA;ESPANA;U1;31/12/2021;92.713
102.;INVERCAIXA GESTION SOCIEDAD GESTORA DE INSTITUCIONES DE INVERSION COLECTIVA SA (EXTINGUIDA);A58353400;BARCELONA;ESPANA;U1;31/12/2000;92.087
103.;AVICOLA SANCHEZ SL;B59090183;CORNELLA DE LLOBREGAT;ESPANA;U1;31/12/2021;92.021
104.;NEKEA SA (EXTINGUIDA);A31193733;PAMPLONA/IRUÑA;ESPANA;U1;31/12/2002;91.955
105.;TELEFONICA INVESTIGACION Y DESARROLLO SA;A78423480;MADRID;ESPANA;U1;31/12/2021;90.353
106.;CRISNOVA VIDRIO SA;A02057032;CAUDETE;ESPANA;U1;31/12/2021;90.107
107.;ABB MANUFACTURING & CONSUMER INDUSTRIES SA (EXTINGUIDA);A58399775;SANT QUIRZE DEL VALLES;ESPANA;U1;31/12/2001;89.348
108.;CONSERVAS DANI SAU;A58327859;VILASSAR DE MAR;ESPANA;U1;31/05/2021;89.101
109.;ALMACENES YEBENES SA;A14103071;PRIEGO DE CORDOBA;ESPANA;U1;31/12/2021;89.016
110.;CAIXABANK NEX S.A. (EXTINGUIDA);A58481292;VALENCIA;ESPANA;U1;31/12/2019;87.821
111.;ANDALUZA DE MONTAJES ELECTRICOS Y TELEFONICOS SA;A41207838;DOS HERMANAS;ESPANA;U1;31/12/2021;85.274
112.;HIERROS MORA ANTON SAU;A03267051;ELX/ELCHE;ESPANA;U1;31/12/2021;84.616
113.;GESTAMP ARAGON SA.;A58454877;PEDROLA;ESPANA;U1;31/12/2021;84.178
114.;VICENTE TORNS S.A.U;A58453614;RUBI;ESPANA;U1;31/12/2021;83.508
115.;VIGON OESTE SA;A36655793;COSLADA;ESPANA;U1;31/12/2020;83.340
116.;CESS COMPANIA EUROPEA DE SERVICIOS DE SEGURIDAD SA (EXTINGUIDA);A58311804;SANT CUGAT DEL VALLES;ESPANA;U1;31/12/2004;82.400
117.;NEDGIA ANDALUCIA SA.;A41225889;SEVILLA;ESPANA;U1;31/12/2021;82.245
118.;ASEGURADORA VALENCIANA SA DE SEGUROS Y REASEGUROS;A46429353;MAJADAHONDA;ESPANA;U1;31/12/2015;80.306
119.;NEUMATICOS ANDRES SL (EXTINGUIDA);B37055175;SALAMANCA;ESPANA;U1;31/07/2009;79.642
120.;CENTRO COMERCIAL EL JAMON SL (EXTINGUIDA);B21041629;LEPE;ESPANA;U1;31/12/2012;79.522
121.;AGUAS DE SOLAN DE CABRAS SA;A23205289;BETETA;ESPANA;U1;31/12/2021;78.833
122.;LABORATORIO ALDO UNION, S.L.;B58364795;ESPLUGUES DE LLOBREGAT;ESPANA;U2;31/12/2021;78.601
123.;LIMSA CORPO SL;B58477886;ESPARREGUERA;ESPANA;U1;31/12/2021;78.407
124.;UNILAND CEMENTERA SA (EXTINGUIDA);A58394511;SANTA MARGARIDA I ELS MONJOS;ESPANA;U2;31/12/2013;77.511
125.;ARAGOCIAS, SOCIEDAD ANONIMA;A78563327;ZARAGOZA;ESPANA;U2;31/12/2021;75.998
126.;TABLEROS LOSAN SA;A46412854;A CORUÑA;ESPANA;U1;31/12/2021;74.842
127.;PROMOCIONES INMOBILIARIAS DEL PISUERGA SA (EN LIQUIDACION);A78605425;MADRID;ESPANA;U2;31/12/2008;74.706
128.;AMPER SERVICIOS SA (EXTINGUIDA);A78627494;MADRID;ESPANA;U1;31/12/2000;74.324
129.;LIPOTEC SA;A58457102;GAVA;ESPANA;U1;31/12/2021;73.825
130.;TI GROUP AUTOMOTIVE SYSTEMS SA (EXTINGUIDA);A58314592;BARCELONA;ESPANA;U1;31/12/2002;73.185
131.;HINIA SA (EXTINGUIDA);A17143264;VILABLAREIX;ESPANA;U1;31/12/2005;72.816
132.;COMERCIAL DE LA FORJA SAU;A58402165;BARCELONA;ESPANA;U2;31/12/2021;72.804
133.;ARQUITECTURA INGENIERIA Y CONSTRUCCION LOBE SA.;A50174481;ZARAGOZA;ESPANA;U1;31/12/2021;72.374
134.;CORPORACION INTEGRAL DE TRANSPORTE SERVIPACK S.A. (EXTINGUIDA);A78604634;MADRID;ESPANA;U1;31/12/2000;72.147
135.;LIEBHERR INDUSTRIAS METALICAS SA;A31203128;PAMPLONA/IRUÑA;ESPANA;U1;31/12/2020;71.700
136.;ANTALIS IBERIA SA;A78456506;VELILLA DE SAN ANTONIO;ESPANA;U1;31/12/2021;71.013
137.;EUSKAL FORGING SA;A20148599;IRURA;ESPANA;U1;31/12/2021;70.827
138.;WARTSILA IBERICA SOCIEDAD ANONIMA UNIPERSONAL;A48231401;BERMEO;ESPANA;U1;31/12/2021;70.734
139.;AREAS DE CONSTRUCCION Y PROMOCION LEVEL SL (EXTINGUIDA);B78613403;MADRID;ESPANA;U2;31/12/2012;70.692
140.;TVS SCS INTERNATIONAL FREIGHT (SPAIN) S.L.;B58368069;EL PRAT DE LLOBREGAT;ESPANA;U1;31/03/2022;70.489
141.;TARTIERE AUTO SL;B33108150;SIERO;ESPANA;U1;31/12/2021;70.415
142.;CONSTRUCTORA DEL CARDONER SA;A58467622;MANRESA;ESPANA;U1;31/12/2021;70.034
143.;TRANSPORTES BUYTRAGO ANDALUCIA SA (EXTINGUIDA);A78496627;GETAFE;ESPANA;U2;31/12/2010;69.391
144.;GATES PT SPAIN SL;B78484599;BALSARENY;ESPANA;U2;31/12/2020;68.907
145.;IBERCAJA MEDIACION DE SEGUROS SA;A78485687;ZARAGOZA;ESPANA;U1;31/12/2021;67.817
146.;FORJADOS CUBIERTAS SOCIEDAD ANONIMA (EN LIQUIDACION);A22042204;MADRID;ESPANA;U2;31/12/2009;67.655
147.;CAF INVESTMENT PROJECTS SA.;A78581550;BEASAIN;ESPANA;U1;31/12/2021;66.373
148.;INGAPAN SLU (EXTINGUIDA);B27037233;LUGO;ESPANA;U1;31/12/2021;65.999
149.;COCENTRO SA;A78498193;MADRID;ESPANA;U1;31/12/2020;64.221
150.;COMPAÑIA AUXILIAR AL CARGO EXPRES SA;A78427499;MADRID;ESPANA;U1;31/12/2020;63.430
151.;MOET HENNESSY ESPAÑA SA;A78522711;BARCELONA;ESPANA;U1;31/12/2020;62.127
152.;AUTOPISTA TERRASSA MANRESA AUTEMA CONCESSIONARIA DE LA GENERALITAT DE CATALUNYA SA;A58305244;CASTELLBELL I EL VILAR;ESPANA;U1;31/12/2021;60.468
153.;ROGASA CONSTRUCCIONES Y CONTRATAS SAU;A58425760;EL PRAT DE LLOBREGAT;ESPANA;U1;31/12/2021;60.367
154.;ROTTNEROS MIRANDA SA (EN LIQUIDACION);A78509882;MIRANDA DE EBRO;ESPANA;U1;31/12/2008;59.434
155.;SMURFIT KAPPA HUELVA SA;A21044649;LA PALMA DEL CONDADO;ESPANA;U1;31/12/2021;59.379
156.;PLASTICOS VICENT SL;B03307162;IBI;ESPANA;U1;31/12/2021;59.318
157.;COOP AGRARIA HORTOFRUTICOLA DE CARTAYA S.C. AND;F21047329;CARTAYA;ESPANA;U1;31/08/2018;59.213
158.;COMPAÑIA ESPAÑOLA DE TABACO EN RAMA SA (SME);A78539285;NAVALMORAL DE LA MATA;ESPANA;U1;31/12/2021;58.942
159.;GRUPO BONIQUET SPARCHIM SA;A58461765;SANTA PERPETUA DE MOGODA;ESPANA;U1;31/12/2021;58.553
160.;KIDER SA  (EXTINGUIDA);A01038207;AYALA/AIARA;ESPANA;U2;31/12/2011;58.471
161.;IRIS GLOBAL SOLUCIONES DE PROTECCION SEGUROS Y REASEGUROS SA.;A78562246;MADRID;ESPANA;U1;31/12/2021;57.696
162.;SACYR CONSERVACION SA.;A30627947;MADRID;ESPANA;U1;31/12/2021;57.676
163.;GESAI SA (EXTINGUIDA);A20151122;MADRID;ESPANA;U1;31/12/2006;57.455
164.;GAS DE ASTURIAS SA (EXTINGUIDA);A33095266;OVIEDO;ESPANA;U1;31/12/2002;57.249
165.;ENTERPRISE SOLUTIONS CONSULTORIA Y APLICACIONES ESPAÑA SOCIEDAD LIMITADA.;B58481151;ZARAGOZA;ESPANA;U1;31/03/2021;56.081
166.;MIGUEL VERGARA SL;B47321021;SANTOVENIA DE PISUERGA;ESPANA;U1;31/12/2021;55.297
167.;MECALUX SERVIS SA;A78423522;LEGANES;ESPANA;U1;31/12/2021;55.222
168.;AGROMOLINILLO S.C. ANDALUZA;F21047758;MOGUER;ESPANA;U1;31/12/2020;54.651
169.;BESTINVER SA;A78581881;MADRID;ESPANA;U1;31/12/2020;54.329
170.;APLICACION Y SUMINISTROS TEXTILES SAU;A58282872;PALAU-SOLITA I PLEGAMANS;ESPANA;U2;31/12/2021;54.289
171.;DORNIER SA;A58369497;MADRID;ESPANA;U1;31/12/2021;54.045
172.;GRUPO CONSTANT SERVICIOS EMPRESARIALES SLU;B58413469;BARCELONA;ESPANA;U1;31/12/2020;53.974
173.;SUPERVISION Y CONTROL SA;A15117609;SADA;ESPANA;U1;31/12/2021;53.438
174.;ELASA SA;A40024093;VALVERDE DEL MAJANO;ESPANA;U2;31/12/2021;53.271
175.;BEYOS Y PONGA SA (EXTINGUIDA);A78485752;MADRID;ESPANA;U1;31/12/2019;53.028
176.;PIENSOS CARTAGENA SL;B30627590;CARTAGENA;ESPANA;U1;31/12/2021;52.529
177.;UMANO SERVICIOS INTEGRALES SA (EXTINGUIDA);A78441714;MADRID;ESPANA;U1;31/12/2004;51.802
178.;TERRATEST SOCIEDAD ANONIMA UNIPERSONAL.;A41221599;MADRID;ESPANA;U1;31/12/2021;51.721
179.;GAMA-DECOR SA;A12081790;VILA-REAL;ESPANA;U1;31/12/2021;51.439
180.;GRUPO ANTOLIN-RYA SA;A09075680;BURGOS;ESPANA;U2;31/12/2021;50.492
181.;TECNIMAGEN SA (EN LIQUIDACION);A58350513;SANT BOI DE LLOBREGAT;ESPANA;U2;31/12/2006;50.491
182.;MAÑAN S.C.L.;F54156856;EL PINOS/PINOSO;ESPANA;U1;31/08/2019;50.391
183.;PORTPARES SL (EXTINGUIDA);B17128745;RIPOLLET;ESPANA;U1;31/08/2015;49.384
184.;LA CAIXA GESTION DE ACTIVOS S.G.I.I.C. SA (EXTINGUIDA);A78483419;MADRID;ESPANA;U1;31/12/2007;49.354
185.;GRAN JORGE JUAN SA;A78469426;MADRID;ESPANA;U1;31/12/2021;49.096
186.;FRIVIPESCA CHAPELA SA (EXTINGUIDA);A41210832;REDONDELA;ESPANA;U1;30/11/2014;48.986
187.;ALACER MAS SA (EXTINGUIDA);A58482712;GURB;ESPANA;U1;31/12/2012;48.018
188.;DELA-FRIO SA (EXTINGUIDA);A03299658;ARANGUREN;ESPANA;U1;29/02/2012;47.637
189.;DETALLISTAS UNIDOS, SA;A58382516;BARBERA DEL VALLES;ESPANA;U1;31/12/2020;47.259
190.;ILUNION OUTSOURCING SA.;A78601945;MADRID;ESPANA;U1;31/12/2021;46.940
191.;PALACIOS ROCA SA;A78583499;MADRID;ESPANA;U1;31/12/2021;46.689
192.;FRANCISCO FABREGAT SA   (EN LIQUIDACION);A25063058;TORREGROSSA;ESPANA;U1;31/12/2007;46.560
193.;DERIVADOS QUIMICOS SAU;A30117865;ALCANTARILLA;ESPANA;U1;31/12/2021;46.552
194.;AISPROYEC SOCIEDAD LIMITADA (EN LIQUIDACION);B46421053;LA POBLA DE VALLBONA;ESPANA;U1;31/12/2019;46.393
195.;TRANSPORTES PENADES E HIJOS SL;B02060184;ALMANSA;ESPANA;U1;31/12/2021;46.348
196.;INDUSTRIAL METALCAUCHO SL;B58359027;RUBI;ESPANA;U1;31/12/2021;46.257
197.;POLIMUR SA;A30132203;LORQUI;ESPANA;U2;31/12/2021;45.784
198.;JAPAN CAR SA;A48244578;LEIOA;ESPANA;U1;31/12/2020;45.354
199.;TALLERES GINESTAR SL;B03281169;BENISSA;ESPANA;U1;31/12/2020;44.659
200.;HISPAMOVIL SA;A03287216;ELX/ELCHE;ESPANA;U1;31/12/2021;44.644
201.;MILDRED PASTELERIA SA  (EXTINGUIDA);A22039309;HUESCA;ESPANA;U1;31/12/2006;44.310
202.;PLASTICOS COMPUESTOS SA;A58327446;PALAU-SOLITA I PLEGAMANS;ESPANA;U2;31/12/2020;43.729
203.;FEDERICO JOLY Y CIA SL;B11000221;CADIZ;ESPANA;U2;30/09/2011;43.145
204.;GUBEL SL;B78510492;MADRID;ESPANA;U2;31/12/2020;43.131
205.;GRUAS SAEZ SL;B30134035;MURCIA;ESPANA;U1;31/12/2021;42.870
206.;CMR INFINITA SA;A78468311;MADRID;ESPANA;U1;31/12/2021;42.514
207.;EKOALFA 4, SA  (EXTINGUIDA);A50189802;ZARAGOZA;ESPANA;U1;30/11/2011;42.411
208.;CARGILL TEXTURIZING SOLUTIONS ESPANA SL (EXTINGUIDA);B58431081;RUBI;ESPANA;U1;31/05/2008;42.255
209.;HIPER GETAFE SA (EXTINGUIDA);A78502341;TORREJON DE LA CALZADA;ESPANA;U1;31/12/2006;41.955
210.;SEQUOR SEGURIDAD SA  (EXTINGUIDA);A58384777;BARCELONA;ESPANA;U1;31/12/2010;41.911
211.;CEGRAN SA (EXTINGUIDA);A36648624;VIGO;ESPANA;U1;31/12/2000;41.830
212.;AQUAREL IBERICA SA (EXTINGUIDA);A58353780;BARCELONA;ESPANA;U1;31/12/2013;41.556
213.;KW DAMPING TECHNOLOGY SOCIEDAD ANONIMA.;A48226047;ABADIÑO;ESPANA;U1;31/12/2021;41.352
214.;BEGUDES IGUALADA SA;A58304247;VILANOVA DEL CAMI;ESPANA;U1;31/12/2021;40.932
215.;CONSTRUCCION Y MONTAJE DE CANALIZACIONES INDUSTRIALES SA (EN LIQUIDACION);A78499092;MADRID;ESPANA;U1;31/12/2008;40.929
216.;ABANCA CORPORACION INDUSTRIAL Y EMPRESARIAL SL.;B15125057;A CORUÑA;ESPANA;U2;31/12/2021;40.922
217.;CEETRUS URBAN PLAYER SPAIN SAU;A58513631;ALCOBENDAS;ESPANA;U1;31/12/2020;40.820
218.;ACEITES MALAGA SL;B29214392;MALAGA;ESPANA;U1;31/12/2021;40.774
219.;INSTITUTO VALENCIANO DE VIVIENDA SA (EXTINGUIDA);A46435525;VALENCIA;ESPANA;U2;31/12/2010;40.614
220.;SSANGYONG ESPAÑA SA;A78551314;ALCOBENDAS;ESPANA;U1;31/12/2021;40.583
221.;CENTRAL DICA SA;A58348335;BARCELONA;ESPANA;U1;31/12/2021;40.430
222.;RAFAEL ALMENAR SA;A46421251;VALENCIA;ESPANA;U1;31/12/2021;40.154
223.;DIBAQ DIPROTEG SA;A78464773;FUENTEPELAYO;ESPANA;U2;31/12/2020;39.898
224.;GANADOS OVI-MANCHA SA;A02056372;ALBACETE;ESPANA;U2;31/12/2021;39.607
225.;PESCAFRESCA SA (EXTINGUIDA);A36647964;VIGO;ESPANA;U1;30/11/2014;39.483
226.;IDE ELECTRIC SL.;B50180397;ZUERA;ESPANA;U1;31/12/2021;39.471
227.;SOGETI ESPAÑA SLU (EXTINGUIDA);B58382292;BARCELONA;ESPANA;U1;31/12/2018;39.446
228.;AGRICOLA VILLENA COOP V;F03014545;VILLENA;ESPANA;U1;31/12/2015;39.148
229.;AGRICOLA VILLENA SL;B03014545;VILLENA;ESPANA;U1;31/12/2015;39.148
230.;PLASTICOS REVI TUBOS SA;A32029621;COLES;ESPANA;U1;31/12/2021;39.110
231.;FELGUERA PARQUES Y MINAS SA (EXTINGUIDA);A33102922;GIJON;ESPANA;U1;31/12/2012;38.999
232.;EXTRUSION Y LACADOS BENAVENTE SA (EXTINGUIDA);A15122369;SANTIAGO DE COMPOSTELA;ESPANA;U1;31/12/2005;38.976
233.;ALTIMA SERVEIS FUNERARIS SL.;B58387721;L'HOSPITALET DE LLOBREGAT;ESPANA;U1;31/12/2021;38.745
234.;SOLUTIONS 30 IBERIA 2017 SL.;B78593092;GETAFE;ESPANA;U1;31/12/2020;38.697
235.;UNISYS ESPAÑA SL (EXTINGUIDA);B08154767;MADRID;ESPANA;U1;31/12/2009;38.627
