;Nombre;Código NIF;Localidad;País;Código consolidación;Ultimo año disponible;"Ingresos de explotación
mil EUR
Últ. año disp."
38.;PINTURAS XAMARI SL  (EXTINGUIDA);B15076102;A CORUÑA;ESPANA;U1;31/12/2007;541
39.;B A RAMOS CORREDURIA DE SEGUROS SA;A15075724;A CORUÑA;ESPANA;U1;31/12/2007;532
40.;JOYERIA ROMEU SL;B15075237;A CORUÑA;ESPANA;U1;31/12/2021;530
41.;ESFILATE SL;B15075542;A CORUÑA;ESPANA;U1;31/12/2021;503
42.;COPLAGO SL;B15084544;A CORUÑA;ESPANA;U1;31/12/2020;439
43.;MOBAPE SA;A15077498;A CORUÑA;ESPANA;U1;31/12/2021;406
44.;GYC MEDIACION SL.;B15072200;A CORUÑA;ESPANA;U1;31/12/2021;370
45.;COMERCIAL ELECTRONICA CORUÑESA SL;B15074016;A CORUÑA;ESPANA;U1;31/12/2021;343
46.;DANIEL LODEIRO S L;B15073380;A CORUÑA;ESPANA;U1;31/12/2008;324
47.;AS MOAS SA;A15078751;A CORUÑA;ESPANA;U1;31/12/2021;316
48.;VOZ NOTICIAS SA (EXTINGUIDA);A15074701;A CORUÑA;ESPANA;U1;31/12/2000;226
49.;CASA CEDEIRA SL;B15081391;A CORUÑA;ESPANA;U1;31/12/2014;219
50.;MIRKO SL;B15080948;A CORUÑA;ESPANA;U1;31/12/2021;210
51.;ALEXANDRA MODA S.L.;B15074396;A CORUÑA;ESPANA;U1;31/12/2003;141
52.;AGA CORREDURIA SEGUROS SL;B15077258;A CORUÑA;ESPANA;U1;31/12/2000;132
53.;RECREATIVOS ROLER SL;B15091861;A CORUÑA;ESPANA;U1;31/12/2021;130
54.;MODUS SL;B15070303;A CORUÑA;ESPANA;U1;31/12/2010;115
55.;EDIFICACIONES COLOMER SL;B15111446;A CORUÑA;ESPANA;U1;31/12/2008;107
56.;ABE RECREATIVOS SL  (EXTINGUIDA);B15076037;A CORUÑA;ESPANA;U1;31/12/2013;106
57.;MAJOI S.L.;B15075914;A CORUÑA;ESPANA;U1;31/12/2004;105
58.;CENTRO FLORENT SL (EN LIQUIDACION);B15073414;A CORUÑA;ESPANA;U1;31/12/2018;88
59.;VIAJES ORONS SA;A15102544;A CORUÑA;ESPANA;U1;31/12/2008;82
60.;CONSULTING EMPRESARIAL Y FISCAL SL;B15078736;A CORUÑA;ESPANA;U1;31/12/2020;81
61.;EXPERTOS INMOBILIARIOS GALLEGOS SL;B15078603;A CORUÑA;ESPANA;U1;31/12/2021;72
62.;PEREZ TORRES Y CIA SL;B15082423;A CORUÑA;ESPANA;U1;31/12/2021;64
63.;ORDEVLA S.L.;B15075922;A CORUÑA;ESPANA;U1;31/12/2020;61
64.;PROMOCIONES LAMAS GOMEZ SL;B15074164;A CORUÑA;ESPANA;U1;31/12/2021;60
65.;INMOBILIARIA IPER SA;A15071483;A CORUÑA;ESPANA;U1;31/12/2020;57
66.;TALLERES ALFONSO SL;B15083504;A CORUÑA;ESPANA;U1;31/12/2021;56
67.;COLLAZO BANA FACAL S.L.;B15073430;A CORUÑA;ESPANA;U1;31/12/2020;56
68.;D.E.C.O.R.-S.H.O.P. S.A.;A15070659;A CORUÑA;ESPANA;U1;31/12/2015;56
69.;INDUSTRIAS E INMUEBLES SANJUAN SL;B15079908;A CORUÑA;ESPANA;U1;31/12/2021;55
70.;AGHESEMA SL;B15072804;A CORUÑA;ESPANA;U1;31/12/2020;53
71.;OFICINA TECNICA Y ECONOMICA S.L.;B15060445;A CORUÑA;ESPANA;U1;31/12/2003;50
72.;BURO OPTION SL;B15076995;A CORUÑA;ESPANA;U1;31/12/2021;48
73.;COMERCIAL HERCULES SL;B15091432;A CORUÑA;ESPANA;U1;31/12/2021;43
74.;GALLEGA RECUBRIMIENTOS PLASTICOS SA (EXTINGUIDA);A15077753;A CORUÑA;ESPANA;U1;31/12/2002;42
75.;ASLA ASESORES SL;B15073224;A CORUÑA;ESPANA;U1;31/12/2021;36
76.;JL BARRAL SL (EN LIQUIDACION);B15076748;A CORUÑA;ESPANA;U1;31/12/2018;22
77.;GALEX PUBLICIDAD EXTERIOR SA;A15076334;A CORUÑA;ESPANA;U1;31/12/2018;15
78.;ASESORIA CORUÑESA SL  (EXTINGUIDA);B15079403;A CORUÑA;ESPANA;U1;31/12/2015;13
79.;CORUÑESA DE MADERAS SL;B15074156;A CORUÑA;ESPANA;U1;31/12/2021;12
80.;CONSTRUCCIONES Y PROMOCIONES RIAZOR SL;B15079056;A CORUÑA;ESPANA;U1;31/12/2021;10
81.;PESQUERIAS OTERO MEITIN SA;A38054995;A CORUÑA;ESPANA;U1;31/12/2000;8
82.;EDIFICIOS NOROESTE SA;A15077241;A CORUÑA;ESPANA;U1;31/12/2002;6
83.;CONSORCIO PUBLICITARIO SA  (EXTINGUIDA);A15081672;A CORUÑA;ESPANA;U1;31/12/2017;0
84.;APROVECHAMIENTOS MARITIMOS SL  (EXTINGUIDA);B15072986;A CORUÑA;ESPANA;U1;31/12/2017;n.d.
85.;ASOC CULTURAL LICEO LA PAZ DE LA CORUÑA;G15100423;A CORUÑA;ESPANA;NC;;n.d.
86.;ASOC GALLEGA CONTRA LA FIBROSIS QUISTICA;G15088396;A CORUÑA;ESPANA;NC;;n.d.
87.;ASOCIACION HERCULINA DEL TAXI DE LA CORUÑA;G15969728;A CORUÑA;ESPANA;NC;;n.d.
88.;CANOSA MUIÑO DOMINGO Y OTROS S C CAFETERIA SAVOY SC;J15069941;A CORUÑA;ESPANA;NC;;n.d.
89.;CARLOS MOLPECERES SANTOS FERNANDO IGLESIA RODRIGUEZ Y JUAN CARLOS GOMEZ PEREZ S CIVIL;J15073489;A CORUÑA;ESPANA;NC;;n.d.
90.;CASTELO RAMONDE MANUEL Y OTRO;E15082324;A CORUÑA;ESPANA;NC;;n.d.
91.;CASTRO GONZALEZ MANUEL Y SERVANDO QUINTELA S C;J15080328;A CORUÑA;ESPANA;NC;;n.d.
92.;CDAD PROP AVENIDA DE RUBINE 13 15 LA CORUÑA;E15096894;A CORUÑA;ESPANA;NC;;n.d.
93.;CEFEGE SA (EXTINGUIDA);A15079882;A CORUÑA;ESPANA;U1;16/03/2000;n.d.
94.;CHARTIER SL;B15088867;A CORUÑA;ESPANA;U1;31/12/2013;n.d.
95.;CMDAD PROPIETARIOS DEL CENTRO COMERCIAL CUATRO CAMINOS;H15129471;A CORUÑA;ESPANA;NC;;n.d.
96.;COL OF DE INGENIEROS TECNICOS INDUSTRIALES DE A CORUÑA-COETICOR;Q1570002D;A CORUÑA;ESPANA;NC;;n.d.
97.;COMUNIDAD DE PROPIETARIOS DE LA CALLE GREGORIO HERNANDEZ 8;H15383177;A CORUÑA;ESPANA;NC;;n.d.
98.;DEPORTIVA RAÑA SL  (EXTINGUIDA);B15072879;A CORUÑA;ESPANA;U1;31/12/2015;n.d.
99.;DISTRIBUCIONES LEBON SL;B15076854;A CORUÑA;ESPANA;U1;31/12/2001;n.d.
100.;EDIFICACIONES CULTURALES DEL NOROESTE, SA;A15016637;A CORUÑA;ESPANA;U1;31/12/2020;n.d.
101.;ESPIRANUSA SA;A15079965;A CORUÑA;ESPANA;U1;31/12/2021;n.d.
102.;FEDERACION GALLEGA DE REMO;V15117385;A CORUÑA;ESPANA;NC;;n.d.
103.;FREIRE ALONSO MANUEL JOSE FREIRE ALONSO MARIA MAR C.B.;E15105281;A CORUÑA;ESPANA;NC;;n.d.
104.;GERMAN URONES S.A. (EN LIQUIDACION);A15078942;A CORUÑA;ESPANA;U1;31/12/2007;n.d.
105.;GERVASIO CARBALLO GANCEDO E HIJOS C.B.;E15125800;A CORUÑA;ESPANA;NC;;n.d.
106.;GESTION EMPRESARIAL S.A.;A15072689;A CORUÑA;ESPANA;U1;31/12/2005;n.d.
107.;HEREDEROS DE JOSE Y MANUEL EIROA MACEIRAS C.B.;E15088404;A CORUÑA;ESPANA;NC;;n.d.
108.;HERMINIO VEGA PEREZ Y OTROS C.B.;E15137367;A CORUÑA;ESPANA;NC;;n.d.
109.;INDUSTRIAS GALLEGAS VETERINARIA SL (EXTINGUIDA);B15079007;A CORUÑA;ESPANA;U1;31/12/2003;n.d.
110.;JESUS F REBOLLO CAPILLAS Y OTRO C.B.;E15071921;A CORUÑA;ESPANA;NC;;n.d.
111.;JOSE MANUEL SUAREZ ARES Y SAMUEL RODRIGUEZ MARIZ SOCIEDAD CIVIL;J15069875;A CORUÑA;ESPANA;NC;;n.d.
112.;LUIS GUNTIÑAS COTELO Y OLGA VAZQUEZ GARCIA SC;J15077670;A CORUÑA;ESPANA;NC;;n.d.
113.;MANUEL LOPEZ CASTRO Y OTROS S.C.;J15205636;A CORUÑA;ESPANA;NC;;n.d.
114.;MAQUINAS ELECTRONICAS SL;B15079411;A CORUÑA;ESPANA;U1;31/12/2007;n.d.
115.;MARIA ASUNCION Y SOFIA ISABEL MARTINEZ DE LLANO DE LLANO S C;J15073919;A CORUÑA;ESPANA;NC;;n.d.
116.;MARIA DEL CARMEN SAAVEDRA LOPEZ Y MARIA GARCIA VILARIÑO;J15076581;A CORUÑA;ESPANA;NC;;n.d.
117.;MARIA JOSEFA MASEDA GARCIA Y REMEDIOS MASEDA GARCIA SC;J15070956;A CORUÑA;ESPANA;NC;;n.d.
118.;MATILDE MARIA LOPEZ GONZALEZ Y HERMANA C.B.;E15070063;A CORUÑA;ESPANA;NC;;n.d.
119.;MONTEAGUDO Y OTRO SOCIEDAD CIVIL;J15081375;A CORUÑA;ESPANA;NC;;n.d.
120.;OCAMPO GONZALEZ RICARDO Y OTROS;E15082878;A CORUÑA;ESPANA;NC;;n.d.
121.;PARRILLADA BUENOS AIRES S.C.;J15078850;A CORUÑA;ESPANA;NC;;n.d.
122.;PELUQUERIA VOLUMEN SL  (EXTINGUIDA);B15077654;A CORUÑA;ESPANA;U1;31/12/2015;n.d.
123.;SANCHEZ PAZ ANTONIO Y TRES MAS SCI;G15081227;A CORUÑA;ESPANA;NC;;n.d.
124.;SOCIEDAD DEPORTIVA SILVA;G15100191;A CORUÑA;ESPANA;NC;;n.d.
125.;TABULEIRO ESTUDIO SL  (EXTINGUIDA);B15083074;A CORUÑA;ESPANA;U1;31/12/2016;n.d.
126.;TASACIONES Y VALORACIONES DE GALICIA SA  (EXTINGUIDA);A15079742;A CORUÑA;ESPANA;U1;31/12/2014;n.d.
127.;TRANSPORTES MOURENZA SL;B15070469;A CORUÑA;ESPANA;U1;31/12/2000;n.d.
128.;UNION CAMPUZANO SL;B36027613;A ESTRADA;ESPANA;U1;31/12/2021;440
129.;GANADERIA DE AMERICANOS SCL;F36262848;A ESTRADA;ESPANA;U1;31/12/2014;430
130.;TALLERES A ROCHA SL;B36031136;A ESTRADA;ESPANA;U1;31/12/2021;237
131.;CRISTALERIA DURAN C.B.;E36032456;A ESTRADA;ESPANA;NC;;n.d.
132.;INDUSTRIAS LINO NOGUEIRA SL;B36027738;A ESTRADA;ESPANA;U1;31/12/2012;n.d.
133.;PESQUERA SANTA TECLA SA;A36638658;A GUARDA;ESPANA;U1;31/12/2013;1.529
134.;ALEJANDRO GONZALEZ LEZA SL;B36027118;A GUARDA;ESPANA;U1;31/12/2020;921
135.;MARISCOS VEGA SL (EXTINGUIDA);B36026714;A GUARDA;ESPANA;U1;31/12/2008;230
136.;AGUNLIS SL;B36031235;A GUARDA;ESPANA;U1;31/12/2009;78
137.;CONTENEDORES DE LA CORUÑA SL;B15077324;A LARACHA;ESPANA;U1;31/12/2021;7.057
138.;ESTACION DE SERVICIO VILLAVIEJA SA  (EXTINGUIDA);A32016040;A MEZQUITA;ESPANA;U1;31/12/2012;220
139.;TRANSPORTES MAPIR SL;B15080823;A POBRA DO CARAMIÑAL;ESPANA;U1;31/12/2020;3.986
140.;VULCANOAUTO SL;B15077191;A POBRA DO CARAMIÑAL;ESPANA;U1;31/12/2012;49
141.;ASOC MEXILOEIRA DO BARBANZA;G15224405;A POBRA DO CARAMIÑAL;ESPANA;NC;;n.d.
142.;FRIG-BAR SL;B15074412;A POBRA DO CARAMIÑAL;ESPANA;U1;31/12/2021;n.d.
143.;MANCOMUNIDAD SERVICIOS MEDICOS;G15113731;A POBRA DO CARAMIÑAL;ESPANA;NC;;n.d.
144.;MADERAS BALSEIRO SL  (EXTINGUIDA);B27024470;A PONTENOVA;ESPANA;U1;31/12/2018;11
145.;MATEO Y FREIRE SL;B32017824;A RUA;ESPANA;U1;31/12/2006;2.504
146.;CARPINTERIA LA ARTISTICA SA;A32017816;A RUA;ESPANA;U1;31/12/2021;286
147.;OLILAN SA (EXTINGUIDA);A48170948;ABADIÑO;ESPANA;U1;31/10/2000;13.266
148.;IMCOINSA 1985 SA (EXTINGUIDA);A48176101;ABADIÑO;ESPANA;U1;31/12/2012;2.317
149.;VIVEROS F AREITIO SOCIEDAD ANONIMA  (EXTINGUIDA);A48172571;ABADIÑO;ESPANA;U1;31/12/2008;458
150.;MODAS BAMBINO SA (EXTINGUIDA);A48181812;ABADIÑO;ESPANA;U1;31/12/2019;72
151.;OLARI SOCIEDAD ANONIMA  (EXTINGUIDA);A48175111;ABADIÑO;ESPANA;U1;31/12/2006;n.d.
152.;TRANSFORMACIONES VERA SOCIEDAD LIMITADA;B30094981;ABANILLA;ESPANA;U1;31/12/2021;1.908
153.;ZANJADORAS Y DESMONTES SA;A48167373;ABANTO CIERVANA/ABANTO ZIERBENA;ESPANA;U1;31/12/2021;4.705
154.;IBAIZABAL BEHEKALDEKO INDUSTRIALDEA SOCIEDAD ANONIMA.;A48180756;ABANTO CIERVANA/ABANTO ZIERBENA;ESPANA;U1;31/12/2021;1.333
155.;LUIS F. JOSE IGNACIO FLORES HONORATO JOSE;E48167712;ABANTO CIERVANA/ABANTO ZIERBENA;ESPANA;NC;;n.d.
156.;BIDICO SL (EXTINGUIDA);B48149272;ABANTO Y CIERVANA/ABANTO ZIERBENA;ESPANA;U1;31/12/2007;781
157.;MELCHOR MONTIEL SA;A30085211;ABARAN;ESPANA;U1;31/12/2021;125
158.;ABARAN LOYPER IMPORT EXPORT S.L.;B30094973;ABARAN;ESPANA;U1;31/12/2019;n.d.
159.;COMUNIDAD DE REGANTES DEL SECTOR A DE LA ZONA SEGUNDA DE LAS VEGAS ALTA Y MEDIA DEL SEGURA;G30105605;ABARAN;ESPANA;NC;;n.d.
160.;COMUNIDAD DE REGANTES VIRGEN DEL ORO;G30101257;ABARAN;ESPANA;NC;;n.d.
161.;LICORES AZANZA SL;B31151988;ABARZUZA/ABARTZUZA;ESPANA;U1;31/12/2021;666
162.;PRIETO TOJEIRO SL;B15070402;ABEGONDO;ESPANA;U1;31/12/2021;355
163.;MOISES FERNANDEZ CALDERON ANASTASIO ARENAS NAVAS Y SANTIAGO DEL OLMO LILLO CB;E13024021;ABENOJAR;ESPANA;NC;;n.d.
164.;CONSTRUCCIONES RUIZ IRIGARAY SL;B31127988;ABLITAS;ESPANA;U1;31/12/2011;1.463
165.;CONSTRUCCIONES BEROA SL;B31089493;ABLITAS;ESPANA;U1;31/12/2014;307
166.;SINDICATO DE RIEGOS DE ABLITAS;G31095011;ABLITAS;ESPANA;NC;;n.d.
167.;GIVASA SA;A58116393;ABRERA;ESPANA;U1;31/12/2021;9.167
168.;COMECTA SA;A08971293;ABRERA;ESPANA;U1;31/12/2021;3.211
169.;PLUS POWER SA  (EXTINGUIDA);A58083288;ABRERA;ESPANA;U1;31/12/2014;551
170.;EXPLOTACION LA ROMERA SAT N 5849;V06033997;ACEUCHAL;ESPANA;U1;31/12/2020;393
171.;AGER SCA;F05121819;ADANERO;ESPANA;NC;;n.d.
172.;URBANIZACION PLAYA FANABE SA;A38050985;ADEJE;ESPANA;U1;31/12/2018;2.493
173.;SANTA MARIA DEL SUR SOCIEDAD ANONIMA;A38053773;ADEJE;ESPANA;U1;31/12/2020;2.451
174.;NOSTRAMO SL;B38054292;ADEJE;ESPANA;U1;31/12/2021;1.475
175.;NEPTUNO COSTADEJE SL.;B38052536;ADEJE;ESPANA;U1;31/12/2021;856
176.;AJABO SL;B38052916;ADEJE;ESPANA;U1;31/12/2020;362
177.;MAREVERDE SA;A28998367;ADEJE;ESPANA;U1;31/12/2021;45
178.;PROYCO INTERNACIONAL, SOCIEDAD ANONIMA;A38052957;ADEJE;ESPANA;U1;31/12/2021;42
179.;CENTRO COMERCIAL CANARIAS SA;A38051298;ADEJE;ESPANA;U1;31/12/2021;7
180.;ASOC LIBRE DE ARTES AGRICULTURA Y EDUCACION RUDOLF STEINER PARA NECESITADOS DE CUIDADOS ESPECIALES;G38074936;ADEJE;ESPANA;NC;;n.d.
181.;ASOC RECREATIVO CULTURAL EL ALMACIGO ADEJE;G38247219;ADEJE;ESPANA;NC;;n.d.
182.;CDAD DE PROPIETARIOS COMPLEJO RESIDENCIAL ISLAND VILLAGE;H38299145;ADEJE;ESPANA;NC;;n.d.
183.;CDAD PROP EDIF PUEBLO CANARIO;E38062980;ADEJE;ESPANA;NC;;n.d.
184.;CLUB DE LEONES TENERIFE SUR;G38054110;ADEJE;ESPANA;NC;;n.d.
185.;GROVE LEISURE S.A. (EXTINGUIDA);A38055679;ADEJE;ESPANA;U1;31/12/2000;n.d.
186.;K 172 SA;A78143203;ADEJE;ESPANA;U1;31/12/2021;n.d.
187.;REACTE SL;B38050258;ADEJE;ESPANA;U1;31/12/2008;n.d.
188.;PROMOTORA LA ROTONDA S.L.;B07157431;ADEJE CASCO;ESPANA;U1;31/12/2008;359
189.;FOTO SAVITAR S.L.;B38050936;ADEJE CASCO;ESPANA;U1;31/12/2003;204
190.;CDAD PROP URBANIZACION LA SUERTE EN CR LOS BERRAZALES-AGAETE;H35304914;AGAETE;ESPANA;NC;;n.d.
191.;MERMELADAS EVA SL (EXTINGUIDA);B26034744;AGONCILLO;ESPANA;U1;31/12/2001;4.962
192.;CONSTRUCCIONES MOCLEM SL (EN LIQUIDACION);B03197738;AGOST;ESPANA;U1;31/12/2007;444
193.;COMERCIAL CHORRO SL;B03158748;AGOST;ESPANA;U1;31/12/2018;60
194.;CERAMICA ARTISTICA PIQUERES SL;B03185436;AGOST;ESPANA;U1;31/12/2020;58
195.;JOSE ROMAN CANTO EUSEBIO ROMAN CANTO;G03158342;AGOST;ESPANA;NC;;n.d.
196.;VULCANIZADOS IBARZ SA;A25042540;AGRAMUNT;ESPANA;U1;31/12/2021;1.285
197.;INGRAMUNT SA;A25040130;AGRAMUNT;ESPANA;NC;;n.d.
198.;BASCONES SL;B34023507;AGUILAR DE CAMPOO;ESPANA;U1;31/12/2021;673
199.;PUENTE PISUERGA DE AGUILAR SL;B34023614;AGUILAR DE CAMPOO;ESPANA;U1;31/12/2021;73
200.;C.B. HERMANOS ARAGON;E14078893;AGUILAR DE LA FRONTERA;ESPANA;NC;;n.d.
201.;S.C.L. DEL CAMPO DE AGUILAS;F30087787;AGUILAS;ESPANA;U1;31/08/2021;24.861
202.;MONTALBAN ARTICULOS PARA DECORACION SL;B30088090;AGUILAS;ESPANA;U1;31/12/2020;734
203.;AGRICOLA CUCALERAS SL.;B30090831;AGUILAS;ESPANA;U1;31/12/2021;634
204.;ASOC NUESTRO PADRE JESUS NAZARENO Y MARIA SANTISIMA DE LA SOLEDAD DE AGUILAS;G30251680;AGUILAS;ESPANA;NC;;n.d.
205.;JOSE RUBIO HERNANDEZ SL;B30093991;AGUILAS;ESPANA;U1;31/12/2009;n.d.
206.;KRAWLING SL;B30079800;AGUILAS;ESPANA;U1;31/12/2016;n.d.
207.;EMICELA SA;A35081785;AGÜIMES;ESPANA;U2;31/12/2021;62.927
208.;ROLOFA SL;B35094408;AGÜIMES;ESPANA;U1;31/12/2021;551
209.;ASPRING SA;A35091099;AGÜIMES;ESPANA;U1;31/12/2021;194
210.;AGROMAVE SL;B35085463;AGÜIMES;ESPANA;U1;31/12/2009;n.d.
211.;CLINICA DENTAL INTERNACIONAL SA;A35090406;AGÜIMES;ESPANA;U1;31/12/2008;n.d.
212.;SERVICIO FABRICANTES HARINAS ISLAS CANARIAS SCP;G35085067;AGÜIMES;ESPANA;NC;;n.d.
213.;RAFSOL SL;B46283941;AGULLENT;ESPANA;U1;31/12/2020;6.693
214.;ET 86 SL;B03146883;AGULLENT;ESPANA;U1;31/12/2021;79
215.;AISLAMIENTOS LA VALL SL;B46256475;AGULLENT;ESPANA;U1;31/12/2019;n.d.
216.;COMPAÑIA INDUSTRIAL TEXTIL AGULLENSE SL;B46265344;AGULLENT;ESPANA;U1;31/12/2009;n.d.
217.;S.C.L. SAN JOSE OBRERO DE AHIGAL;F10023034;AHIGAL;ESPANA;NC;;n.d.
218.;TALLERES AUXILIARES URGAIN SL  (EXTINGUIDA);B20096061;AIA;ESPANA;U1;31/12/2010;1.047
219.;ERROSPE SL;B20096301;AIA;ESPANA;U1;31/12/2021;892
220.;JUAN ANGEL BURGUETE ISTURIZ JESUS MARIA Y;E31156235;AIBAR/OIBAR;ESPANA;NC;;n.d.
221.;TEXTILES D'AGOSTINO SA;A46293668;AIELO DE MALFERIT;ESPANA;U1;31/12/2001;34.637
222.;VIDRIOS SAN MIGUEL SL.;B46264800;AIELO DE MALFERIT;ESPANA;U1;31/12/2020;23.828
223.;JUAN GIMENEZ MARTINEZ Y CIA C.B.;E46287405;AIELO DE MALFERIT;ESPANA;NC;;n.d.
224.;JUAN CANET SA;A58079575;AIGUAFREDA;ESPANA;U1;31/12/2021;12.399
225.;CONSTRUCCIONS METAL LIQUES CASANOVA SA;A17094772;AIGUAVIVA;ESPANA;U1;31/12/2021;7.619
226.;CONSTRUCCIONS PUIGMAL SL;B17326067;AIGUAVIVA;ESPANA;U1;31/12/2008;1
227.;TALLERES COSCULLUELA C.B.;E22028534;AINSA-SOBRARBE;ESPANA;NC;;n.d.
228.;COTOS LA GRANADELLA S.A. (EXTINGUIDA);A58066374;AITONA;ESPANA;U1;31/12/2002;18
229.;IGNACIO ZULOAGA BASAKAITZ GURAS ELKARTEA;G20137691;AIZARNAZABAL;ESPANA;NC;;n.d.
230.;ALCER SL (EXTINGUIDA);B31154032;AIZOAIN;ESPANA;U1;31/12/2001;16.272
231.;ALUMINIOS BERRIOZAR SL  (EXTINGUIDA);B31113210;AIZOAIN;ESPANA;U1;31/12/2012;n.d.
232.;COMERCIAL DE ACEITES Y LUBRICANTES S.L. (EXTINGUIDA);B31160138;AIZOAIN;ESPANA;U1;31/12/2002;n.d.
233.;S C I SERVICIOS DE CONTROL E INSPECCION SA;A78024668;AJALVIR;ESPANA;U1;31/12/2021;22.673
234.;LLORSA CARRETILLAS SA;A78091451;AJALVIR;ESPANA;U1;31/12/2021;3.444
235.;E D R SYSTEM SA;A78119179;AJALVIR;ESPANA;U1;31/12/2020;3.210
236.;LANDECOLOR SA;A78092376;AJALVIR;ESPANA;U1;31/12/2021;2.467
237.;PONCAL SERVICIOS SA;A28998946;AJALVIR;ESPANA;U1;31/12/2021;1.643
238.;INSTALACION DE MOQUETAS HERMANOS ROLDAN SL;B78008984;AJALVIR;ESPANA;U1;31/12/2021;1.516
239.;FARIVAL SA;A78036829;AJALVIR;ESPANA;U1;31/12/2021;1.141
240.;RECUPERACION DE VIDRIO MADRILEÑA SA;A78126703;AJALVIR;ESPANA;U1;31/12/2017;1.135
241.;I SCUART S.L. (EN LIQUIDACION);B78097490;AJALVIR;ESPANA;U1;31/12/2002;689
242.;CONFECCIONES ROIMA SL;B45035706;AJOFRIN;ESPANA;U1;31/12/2010;1.165
